0,1,2,3
-0.13025207601014852,14.475933129933058,31.348052184830244,43.62031811995159
-0.22737243770785023,13.910714546954713,62.9996769321589,58.886094726134694
-0.1543846550964711,14.048480354079704,55.28540958164933,55.15684224677462
-0.18153588767811202,13.966982586246685,59.84866477221908,57.39682185344254
-0.15049836649964032,14.024970584295746,56.60195866190932,55.81505805462205
-0.190573865146962,13.97994293482549,59.12288326773652,57.070359408807946
-0.20798798879064834,14.016751114322117,57.06225097711036,56.05669444195637
-0.2519966272318218,13.985623077718587,58.804793256910344,56.937848325733306
-0.25865760593098214,14.012590144755261,57.29526729437504,56.18896013611749
-0.268785796912229,13.988802798454962,58.62672686171288,56.872670225092975
-0.27832144935513936,14.010081020720715,57.43578028720605,56.27677537883067
-0.3243795802233815,13.990833312831386,58.513015997029036,56.83880941243746
-0.3193231977566255,14.008404054285151,57.52969248032777,56.34277510056132
-0.317808032227057,13.992241700205087,58.434144218358135,56.82197921176197
-0.2936006664210042,14.007204491805924,57.5968700782582,56.39592821051145
-0.29977250727052945,13.993275686385985,58.37623887987664,56.815209229995205
-0.2599021371587686,14.006304006944143,57.64729935647647,56.441251171888844
-0.2622647320413437,13.994066961446332,58.331925336981904,56.817505441978945
-0.20455607580651972,14.005603207372383,57.68654628587557,56.485807191835946
-0.16827704228057588,13.994691966043451,58.29692291235578,56.82690590715492
-0.1709117297049572,14.005042330716872,57.717957559891914,56.526850065091274
-0.17477275141558954,13.995198103882062,58.26857699796881,56.83948509234442
-0.09847205034164458,14.004583290372963,57.74366602896136,56.565160744582
-0.061517707342331425,13.99561632890496,58.245154172478486,56.85449414290354
-0.09262773013790938,14.004200668307243,57.76509510352256,56.60153488332699
-0.1214913377904933,13.995967709019217,58.225474632507066,56.87137840864761
-0.08476911720924665,14.00387685349151,57.78323100174981,56.63634157791511
-0.07105381367488726,13.996267080025504,58.20870757261145,56.889658133196626
-0.10138175306582752,14.003599258996642,57.798778592265634,56.6698459614084
-0.17017539097050657,13.9965251908361,58.19425105311159,56.90692467464599
-0.18943700335120792,14.003358650028805,57.812255024138125,56.697158912579695
-0.2190321669980074,13.996750019821842,58.18165828460127,56.921211494642506
-0.2299297582891475,14.003148097871946,57.824048306125945,56.72298410630265
-0.2497274677445179,13.996947613259085,58.17059067496847,56.9363022027765
-0.2892177625747612,14.002962302469758,57.834455242001695,56.748120606867964
-0.31201666708699016,13.9971226367131,58.160786951886834,56.95209713136563
-0.2577545233673388,14.002797140517727,57.84370673752452,56.77298311684545
-0.23802997692343666,13.99727874781861,58.15204228714428,56.968646470269086
-0.2271833904424131,14.002649356091512,57.85198512511789,56.79742047690889
-0.20404159968261973,13.99741885448501,58.14419383712452,56.985619579319035
-0.1384674574328469,14.002516343992621,57.859436296622434,56.821457304883765
0.03312435164576988,13.997545297604187,58.13711051113337,57.002896792616504
0.054329366791433076,14.00239599493451,57.86617837280422,56.84490969450517
0.01813487087151509,13.997659982818018,58.13068559250837,57.02025035445223
0.04281833327907381,14.002286582916106,57.87230801048115,56.86799262908503
0.0268828942890665,13.997764477173302,58.12483132583788,57.037884653455926
0.016004077736063247,14.002186681952285,57.87790506558038,56.89081833586983
-0.045009037803109546,13.997860081121123,58.119474885140576,57.055830592312525
