Sensor 1,Sensor 2,Sensor 3,Sensor 4,d_Sensor 1,d_Sensor 2,d_Sensor 3,d_Sensor 4,timeTracker
0.3980891719745223,0.40532544378698226,0.403030303030303,0.40062111801242234,0.0,0.0,0.0,0.0,1573613920.2394335
0.39171974522292996,0.3994082840236687,0.403030303030303,0.40062111801242234,-0.32088152327653047,-0.2980970364166573,0.0,0.0,1573613920.2493584
0.3767320666298596,0.37754153055649203,0.3747474747474747,0.3467908902691511,-0.8997049067002292,-1.2064780206899348,-0.9860175032456413,-1.8766704032492456,1573613920.2589197
0.362418680892526,0.3630328051519783,0.3661631148278032,0.3410123296560675,-1.222793089345258,-1.400552572169982,-0.938214654706518,-0.9738441942740617,1573613920.2684002
0.35364687459562244,0.3516372173988958,0.36105519662549906,0.3377030902010713,-1.0827750773277691,-1.3120629398119528,-0.781533015373236,-0.5771453407182173,1573613920.2778628
0.3431311326861722,0.3440017477695054,0.351127833969467,0.3355692956979878,-1.0924924870497505,-1.1315067348061347,-0.877744099312804,-0.3934665045036547,1573613920.287355
0.33758412865492193,0.33281789491035557,0.349735465494248,0.3340833559003005,-0.9484024259385953,-1.1503362237767296,-0.6428946704393851,-0.2937126244142665,1573613920.296802
0.33346765428560465,0.3295387247334335,0.3470353871510237,0.3312944538692987,-0.7886187617006899,-0.9280873013197921,-0.5098286355473859,-0.29368264834157476,1573613920.3063002
0.33030795878140917,0.330166674893734,0.3464632706510136,0.3306574456753029,-0.6264216768231217,-0.5861012286258673,-0.3532158422770384,-0.23319249431361277,1573613920.316927
0.3278159369412427,0.32237232728450016,0.34601562407138436,0.3301569858507551,-0.49134665314286363,-0.6417683670261354,-0.2461425111757814,-0.1869796558580323,1573613920.3277936
0.3271609038434591,0.3171481850567796,0.3420147247354151,0.3260605641963606,-0.348799835968573,-0.5896769805262236,-0.2854396360107412,-0.2311918453364871,1573613920.3386111
0.3266288467970354,0.3140163411495492,0.3409101425993816,0.3237390230546679,-0.24976019691443188,-0.5058672857342211,-0.2366636445951015,-0.2275630927520872,1573613920.3494263
0.3261883754627109,0.3148345926277048,0.34104203181202475,0.3239444135259433,-0.18552377818581584,-0.3472313461180556,-0.1760698572817151,-0.18250419145848187,1573613920.3602307
0.32477662232962895,0.3102602513087049,0.34115293931874285,0.32111288152394807,-0.1699585300083143,-0.36940684561714643,-0.13170970621350453,-0.19700189719150832,1573613920.3711677
0.32258117026754607,0.3102936071282642,0.3403459864714278,0.3205392240586745,-0.18398558524757397,-0.27528015031039627,-0.12128147277783158,-0.17366288491083798,1573613920.3806403
0.32158117062603914,0.3103217248019054,0.3404913067245113,0.31914973822261605,-0.16872246478236394,-0.20162780024047416,-0.09517879344797026,-0.16928620482750295,1573613920.3900828
0.32070657417293635,0.3077546835382661,0.33982416592321363,0.3187746842945234,-0.15542059362043303,-0.2200378120976645,-0.09078719233842238,-0.15047219768398729,1573613920.3994925
0.31993596178852474,0.30795811867454553,0.33848138292750135,0.31844595894817496,-0.14351239397494858,-0.1672699462105885,-0.09870305461535536,-0.133900433840906,1573613920.4089966
0.3192524347386425,0.3081353283170414,0.33871641130048624,0.3181555832680509,-0.1329508351054111,-0.12671573359774613,-0.08113536357560636,-0.11951224194275735,1573613920.418466
0.31864249764888947,0.30682591127992276,0.338241353179099,0.3178972990349901,-0.12344313343496788,-0.12898056234855107,-0.07677403900035118,-0.10705837051989975,1573613920.427986
0.3180952538924939,0.30634972977581293,0.33846669456752926,0.3176661305213184,-0.11433845221478026,-0.11453241629960158,-0.06430636163417161,-0.09608627277921887,1573613920.4382741
0.3176018167649819,0.30592379753648336,0.3374256508007732,0.3174580733302291,-0.10585293887838765,-0.10241615863020989,-0.06814609290212692,-0.08649597476678722,1573613920.4491801
0.31649928113825826,0.30426508356226256,0.33767436494236963,0.31726986937856,-0.10539869338074762,-0.10998792140349574,-0.057827688114342475,-0.0782517350667443,1573613920.4599924
0.3154844289176941,0.3046011769948904,0.33790057352850944,0.3165095462932645,-0.10401044956620834,-0.09090537397907217,-0.04911921008110332,-0.07720493491959884,1573613920.4709997
0.3151660138324983,0.3043101937330339,0.3381071477898407,0.31637872893661473,-0.09682433863846586,-0.08220008598707312,-0.04174768476595993,-0.07047885438208307,1573613920.4817905
0.3148752384814652,0.30404563436862,0.33670159131932276,0.31571150574618245,-0.0901692378138879,-0.07480517355603003,-0.05079483655688388,-0.06953203998126817,1573613920.4927278
0.3134691408264514,0.30325755047790753,0.335374677977786,0.31349558259606136,-0.09500134754962107,-0.07539153883831426,-0.05937136863482996,-0.08371522529551315,1573613920.5026152
0.31214481069434585,0.30305830039098786,0.33412222903877203,0.31296739926994466,-0.09906582128586773,-0.06956254151196256,-0.0668006304538755,-0.08101352436465517,1573613920.512049
0.31145104692360936,0.30287538777893813,0.33345073817247006,0.31195781212248797,-0.09685937625870784,-0.06442259996125851,-0.06722381980792724,-0.08337541847443544,1573613920.5214958
0.31080533733637805,0.300742060489438,0.3328240989639982,0.3120278936429287,-0.09455081307521707,-0.080237407743906,-0.06715635822865523,-0.07556930047304126,1573613920.5309222
0.3107276258197617,0.2991769519322975,0.33175355551179536,0.3086572702935006,-0.0878531430124151,-0.08896392053472006,-0.07091051807701605,-0.09969282229678886,1573613920.5404453
0.31065592850912505,0.30014604961630637,0.33073995768346637,0.30835241175229144,-0.08155332573083784,-0.06939514848082916,-0.07383780346016666,-0.09278381385084558,1573613920.5498836
