1,2,3,4,d1,d2,d3,d4,time
0.425,0.435,0.405,0.425,0.0,0.0,0.0,0.0,2161.631985
0.425,0.43,0.405,0.425,0.0,-0.2443891297254465,0.0,0.0,2161.642214
0.4183333333333333,0.4149003322259136,0.395,0.425,-0.2059362694554913,-0.7502217903697458,-0.3089044041832378,0.0,2161.653005
0.4149502487562189,0.4149262074309117,0.3975558312655087,0.425,-0.2533715463840076,-0.3708215462181042,-0.07962176286293246,0.0,2161.66305
0.4088246002849454,0.4170026443157746,0.3990831903437667,0.425,-0.3701881557813217,-0.08468300770709525,0.01731174808419542,0.0,2161.672467
0.4098991171431054,0.4183807633788619,0.4000967125789844,0.425,-0.2253225226219331,0.01837587707801838,0.04766188468007736,0.0,2161.681941
0.4121489950272587,0.4193603673507635,0.4022872352776112,0.425,-0.07813782947881362,0.04922204487593788,0.09776215848644526,0.0,2161.691382
0.4138372465369561,0.4239813167655863,0.4013412863207346,0.425,0.00529766330566582,0.1728733858860273,0.04899593863154696,0.0,2161.700915
0.4151481305491245,0.4241019108750781,0.3925135529895725,0.425,0.04496341357512617,0.1251063953159844,-0.180080213213136,0.0,2161.710353
0.4161938174795597,0.4241970614524107,0.3950024989106196,0.418,0.06064764529271599,0.0949964632467678,-0.03663504032113912,-0.07127801704255791,2161.720173
0.4170463433105927,0.4261915637452268,0.3970356249149958,0.418676603432701,0.0647034055027167,0.115775792590831,0.03830389443716925,-0.05063170221177919,2161.730888
0.4186437360620608,0.4269767984199953,0.3996631139486279,0.4192374926836737,0.07946419393428332,0.1070109994482256,0.09808557297984563,-0.03524927973631086,2161.741765
0.4191716157772913,0.427638798531881,0.4010139678453142,0.4197097118355732,0.07447995159219686,0.09909520858974433,0.1054314383269175,-0.02385333528649173,2161.752512
0.4203924642472459,0.4297397612165825,0.4038038293255223,0.4201125322344746,0.0800578929332926,0.1138398444333996,0.138272451056471,-0.01556582923628854,2161.763328
0.4214538231433294,0.4308555747876009,0.4054621679663417,0.4204600482695974,0.0824261047935422,0.1122613904245611,0.1412831431045615,-0.009525118960660498,2161.774153
0.4223838794064855,0.4311419746253746,0.407647521363916,0.421429662584926,0.0832943112924625,0.1013251432042547,0.1531391124407251,0.002627760774355151,2161.784515
0.423855302274116,0.4326900871222198,0.4095835023034483,0.4216559097750724,0.09079952259382823,0.1088121505059234,0.1607481004216299,0.005072039355388963,2161.794093
0.4251743470100917,0.4334569675859538,0.4119842423179532,0.4218558607481125,0.0959735566276233,0.105658362743789,0.1742196691048981,0.006806150520006576,2161.803457
0.425762766759017,0.4341417402442526,0.4141495336299245,0.4220338093167396,0.09263458880015595,0.1020583815504977,0.1815492325945662,0.00797760246085394,2161.812936
0.4268597869014883,0.435888660377625,0.416107001432575,0.4178951948822399,0.09483707969207669,0.110432394674475,0.1848226757533102,-0.03236662322503343,2161.822364
0.4278562323841216,0.4380452656348895,0.4178808043683689,0.4177368328024083,0.09578807416798907,0.1221893323182252,0.1852172935121193,-0.03049954306194333,2161.831785
0.4292938888755705,0.4378802373700965,0.4194920387263642,0.4186345840022439,0.09990630499700062,0.1081110202821377,0.183065020346836,-0.01721331453407055,2161.84159
0.4306202027883579,0.439793926020866,0.419808826423267,0.4194568419869806,0.1017269888997626,0.1153916772951479,0.1683935096317625,-0.006901661630298034,2161.852375
