0.44	0.432	0.456	0.497777778	0	0	0	0
0.44	0.436	0.46	0.497777778	0	0.195197394	0.195197394	0
0.434666667	0.431978723	0.461340426	0.500740741	-0.163603143	-0.042012076	0.165049118	0.090890635
0.431968127	0.42995815	0.459995988	0.499995073	-0.192716539	-0.100917497	0.074816485	0.042338029
0.431974617	0.427119677	0.460804694	0.499548202	-0.139941386	-0.153100684	0.074830066	0.02019453
0.433332348	0.42795395	0.462692161	0.490288392	-0.073839093	-0.089631458	0.097116584	-0.17511855
0.438965893	0.428547092	0.462882649	0.491416301	0.082931615	-0.051067526	0.081392304	-0.085979518
0.443307747	0.427963675	0.464043096	0.492254363	0.195231444	-0.053552387	0.088852736	-0.035073522
0.446737784	0.428424516	0.464948754	0.492900927	0.244440217	-0.034146622	0.089829013	-0.008419295
0.448628149	0.427969478	0.46485111	0.493414507	0.232949835	-0.036626121	0.076029918	0.00570603
0.450970787	0.423103682	0.465518781	0.494682691	0.2363348	-0.109186155	0.075342279	0.030706557
0.452927197	0.423901349	0.466076008	0.491813394	0.231055016	-0.072455762	0.073408803	-0.030151291
0.454581747	0.42457318	0.467184932	0.493055581	0.220711317	-0.046210527	0.077410739	0.000832414
0.455996514	0.425763729	0.468142433	0.491338802	0.207467639	-0.018499364	0.078406366	-0.029257451
0.457218064	0.425054201	0.468976619	0.491815486	0.194284237	-0.026566514	0.078206414	-0.015852236
0.458281926	0.425529036	0.470240803	0.491612552	0.181381184	-0.015756272	0.081333156	-0.016288272
0.459760129	0.426461027	0.471367153	0.492591403	0.175682046	-0.001126488	0.083202271	-0.000999057
0.461596283	0.427291362	0.472860786	0.491811812	0.174823403	0.009535956	0.087341753	-0.010746678
0.463250909	0.428035095	0.474682279	0.492688181	0.173506751	0.017825646	0.094252098	0.001835342
0.464746593	0.428256931	0.475439864	0.493477822	0.172047084	0.018525131	0.093180601	0.012164008
0.466102684	0.42803053	0.476996433	0.493710777	0.1694261	0.013859308	0.098333435	0.013669058
0.467335801	0.429043031	0.478429845	0.491627239	0.166104041	0.023513469	0.102219532	-0.011980678
0.468895571	0.429581808	0.480165336	0.492393495	0.165980307	0.026937311	0.108014564	-0.000665985
0.470332321	0.430075179	0.482185856	0.492221163	0.164856114	0.029343074	0.115602712	-0.002740785
0.470418429	0.430528395	0.484080371	0.492900462	0.153658891	0.030769791	0.121103013	0.004871702
0.471676435	0.431298632	0.485855711	0.493527267	0.150736805	0.034160675	0.124324549	0.010412564
0.472460174	0.432015617	0.487129117	0.493714809	0.144786199	0.036687623	0.123729421	0.011081364
0.473555393	0.432684104	0.488693809	0.494264354	0.141512193	0.038641422	0.125197353	0.014725157
0.47457565	0.43330835	0.490535769	0.494775431	0.138057015	0.04005673	0.128194939	0.017572771
0.475527165	0.433892164	0.491904144	0.495251658	0.134415566	0.041008953	0.128038406	0.019746673
0.476762763	0.434128896	0.493551153	0.495696232	0.133361503	0.039807209	0.129945603	0.021577549
0.477926459	0.434649506	0.49510623	0.496111991	0.132692956	0.040784063	0.132022602	0.023260814
0.479022667	0.434845642	0.496573734	0.496173459	0.131662317	0.039574793	0.133413988	0.022069075
