1,2,3,4,d1,d2,d3,d4,hours,minutes,seconds
0.6657458563535912,0.7262443438914027,0.6731843575418994,0.6767955801104972,0.0,0.0,0.0,0.0,22.0,6.0,59.101363
0.6657458563535912,0.7307692307692308,0.6731843575418994,0.6767955801104972,0.0,0.22096063814117867,0.0,0.0,22.0,6.0,59.111603
0.6583793738489871,0.7171129180417106,0.654562383612663,0.6620626151012892,-0.22461591668113867,-0.4103231111909041,-0.5678139793196391,-0.4492318333622773,22.0,6.0,59.122535
0.6462115232833465,0.7077690747701296,0.6506840882158302,0.6573076110255713,-0.5575139360873016,-0.6516684697523969,-0.4636111188203554,-0.4442412860869429,22.0,6.0,59.133382
0.6387011415263574,0.7040224666699694,0.6507162521311148,0.6521626949674729,-0.6159927736103723,-0.5148433552675199,-0.28600307974104633,-0.4540831456461476,22.0,6.0,59.144207
0.6356331537341988,0.6999456285666691,0.6526689893638784,0.6506652352662805,-0.5122657202989993,-0.47263338426535495,-0.10949993262877036,-0.3784200177861716,22.0,6.0,59.154329
0.6317643328441561,0.6984274246127835,0.6540592891919467,0.6479437119007506,-0.4801761931347654,-0.3795478143194752,-0.016372894819749382,-0.35570604748263074,22.0,6.0,59.163791
0.6288660173298571,0.6985169487501298,0.6550977531514498,0.6473723608395836,-0.4357071075823481,-0.26748897494451723,0.024072911942327916,-0.2918593207493833,22.0,6.0,59.173214
0.6266218006773226,0.6985853419765479,0.6546022555238615,0.6456318176498248,-0.3888722632043748,-0.18676863412525516,0.003610243371649686,-0.26761799593450075,22.0,6.0,59.182683
0.6248375781585546,0.6986392917008949,0.6565458932071133,0.6465996574705141,-0.3439335253532022,-0.13315693228617986,0.049124910713272116,-0.1931357052067243,22.0,6.0,59.192143
0.6233881650791673,0.6952164219332787,0.6592236785537129,0.6473871464524154,-0.3028862432663409,-0.1916329991427416,0.10026831186369624,-0.13149418829194198,22.0,6.0,59.201555
0.6221894571687925,0.6955664084286539,0.6624931033564373,0.6460664289483523,-0.2651550854454802,-0.13650183758861054,0.1503419621939921,-0.13208536141278518,22.0,6.0,59.211403
0.6211829955454705,0.6958594990870959,0.6653129849204308,0.6458653568901682,-0.23057255830621906,-0.09820265018121536,0.17400478538185735,-0.11105949529230803,22.0,6.0,59.222225
0.6203269634044672,0.6968047405277789,0.6659507937551138,0.6448452022795289,-0.20110241027923476,-0.05799316030811469,0.15152124925111785,-0.1080331037238017,22.0,6.0,59.233128
0.6195907047899873,0.6963163118299778,0.6698712723300059,0.6447585605350309,-0.17647616875315225,-0.0553384253275007,0.1897595811231801,-0.09302927897703443,22.0,6.0,59.243919
0.6189512634528465,0.6965047457398108,0.673403428861929,0.6454291280693786,-0.15564381577334951,-0.04268939585660988,0.2137452900799361,-0.07098388120509044,22.0,6.0,59.254933
0.6176590085466982,0.6960934563575178,0.6773871627700324,0.6453153894253726,-0.14957396210162208,-0.04193313256142734,0.2404780080293406,-0.06226373691898755,22.0,6.0,59.265776
0.6172058486014551,0.6968192360398656,0.6818022469398181,0.646542744558477,-0.13398984912265413,-0.02641360610451201,0.2726390305272137,-0.03799087361858088,22.0,6.0,59.276046
0.6161419457669562,0.6959101878554421,0.6866382944067799,0.6476519396871051,-0.13092918558096472,-0.03579210109942268,0.3134661881983303,-0.016433588026862553,22.0,6.0,59.285507
