1,2,3,4,d1,d2,d3,d4,hours,minutes,seconds
0.4905437352245863,0.4733924611973392,0.4407744874715262,0.4827160493827161,0.0,0.0,0.0,0.0,21.0,24.0,24.907635
0.4905437352245863,0.4733924611973392,0.44533029612756253,0.4827160493827161,0.0,0.0,0.22173230371148409,0.0,21.0,24.0,24.917909
0.487391646966115,0.4541759053954176,0.43616349869550747,0.4744855967078189,-0.09477287735382768,-0.5777783287901308,-0.22882308762775344,-0.24746251309055026,21.0,24.0,24.928995
0.481042865426647,0.4499376007172888,0.4338428819088999,0.4702946300083314,-0.2439786932737823,-0.4833955607176994,-0.2209754770671383,-0.2995439912125684,21.0,24.0,24.939907
0.4762018565191147,0.4427765260884645,0.4324590668665607,0.4677720815243922,-0.30962260591328994,-0.5506716343320125,-0.19015466971967468,-0.2792071954845753,21.0,24.0,24.95073
0.4729468125321388,0.4419111884001298,0.4315418430884788,0.4660929865876801,-0.3070674850160298,-0.40361178845404666,-0.1618928103631508,-0.24846882796797265,21.0,24.0,24.961557
0.4706180046041278,0.4413049027097084,0.4308900472050603,0.4648975253588366,-0.2877968633788027,-0.2912790801284929,-0.13877270485657506,-0.2186799885861325,21.0,24.0,24.972105
0.4682485437247696,0.4396842465080173,0.4298173819127665,0.4640043798286614,-0.28018079152723785,-0.253599608546248,-0.13345334320303295,-0.1933692741134932,21.0,24.0,24.981615
0.4664044350223697,0.4363349404603892,0.4289831164462952,0.4633124914639358,-0.2657101892126835,-0.2801116444250238,-0.12560742590101495,-0.17077582654086645,21.0,24.0,24.991055
0.4649316695670584,0.4345859920539873,0.4287886417963595,0.4627611729982997,-0.24834971864620556,-0.25855402549986906,-0.10935106140504064,-0.15093985398537035,21.0,24.0,25.00052
0.4637304426776674,0.43227932935555896,0.4273445350496105,0.4623118230031638,-0.22998519378870316,-0.2554261817654705,-0.11566588811112105,-0.13374749327548285,21.0,24.0,25.010014
0.4627333998738464,0.4311651727318024,0.4261320443046113,0.4615089891911808,-0.2117133579932884,-0.2320825987970372,-0.11732991307786587,-0.12608573637563367,21.0,24.0,25.019481
0.4618935296982778,0.4306066026937556,0.4258411777516518,0.460828982475007,-0.19417023081636334,-0.20377439592567806,-0.10698684617511996,-0.11846833134161988,21.0,24.0,25.028876
0.4611770745182727,0.430483335126052,0.4249064007556967,0.4606178566502081,-0.1762656783192527,-0.1722163858077433,-0.10467205957696726,-0.10554034916872136,21.0,24.0,25.039611
0.4605591985463791,0.4300527572661574,0.4247394202891729,0.46008916463492106,-0.15973153833535852,-0.15011891242546105,-0.09518490422161308,-0.09832606697909932,21.0,24.0,25.050448
0.4600212426419544,0.42906968772249743,0.4245942315457012,0.4589742053698357,-0.14474636923857792,-0.14054539332415178,-0.08660963453420331,-0.09886700822302792,21.0,24.0,25.061287
0.4592431243472911,0.4284904240392953,0.4244668501831422,0.4586036161989284,-0.13511076280681486,-0.12780725271360524,-0.07891766766460884,-0.09196803821707084,21.0,24.0,25.072061
0.4585518266179456,0.4277042972895405,0.42381840359763706,0.4582751068366723,-0.1260066042279926,-0.11996159759100067,-0.07690153537958178,-0.08556222584006254,21.0,24.0,25.083081
0.4579340758135773,0.4272618404508863,0.42374729568037256,0.4579820018905417,-0.11771548372485778,-0.10975025047214844,-0.07034655020429077,-0.07973749613550055,21.0,24.0,25.093949
0.4573791192366051,0.4258738926049212,0.4234413063479992,0.4574536157006747,-0.11094314274151353,-0.1142797415605527,-0.06686724581114334,-0.0774399264707993,21.0,24.0,25.103422
0.4568781618318528,0.4253248218386483,0.4231647269957993,0.4572288486229818,-0.1046165911613704,-0.10787104532891048,-0.06358512962110674,-0.07262241800651688,21.0,24.0,25.112897
0.4564239459694253,0.4248274751710104,0.4222495864213988,0.4570252433275821,-0.09869029008519196,-0.10185836821847397,-0.06629039429961907,-0.06816802451426647,21.0,24.0,25.122423
0.4560104339590778,0.424375128244343,0.4220489463029788,0.456839986805885,-0.09321089064574474,-0.09629752995327147,-0.06270838065204272,-0.06407726307050872,21.0,24.0,25.131868
