Sensor 1,Sensor 2,Sensor 3,Sensor 4,d_Sensor 1,d_Sensor 2,d_Sensor 3,d_Sensor 4,timeTracker
0.6883656509695291,0.7580645161290323,0.6405750798722045,0.6442622950819672,0.0,0.0,0.0,0.0,1573685552.657113
0.6883656509695291,0.7580645161290323,0.646964856230032,0.6442622950819672,0.0,0.0,0.3182523219581663,0.0,1573685552.667152
0.6846722068328717,0.7408602150537634,0.6319288925629915,0.6311475409836066,-0.11286274500148383,-0.5257219476843363,-0.46803515793038025,-0.4007552552019924,1573685552.6780603
0.6716380220688388,0.7274638723375111,0.6242113576609296,0.6243985522674047,-0.4534099439637188,-0.8625318356504149,-0.6044523085104613,-0.49592097372311494,1573685552.6890132
0.6658556956851452,0.722958350374542,0.6168737052005153,0.6203291755483852,-0.48672968957082063,-0.6550836482891228,-0.6353778990690986,-0.4532664991706984,1573685552.6998422
0.6600278964060269,0.7215386258633176,0.6165406218188638,0.6015051904024693,-0.5019053463069502,-0.4387474231589564,-0.44535672521086556,-0.8204292586310196,1573685552.710725
0.6592693743305568,0.7192260946108312,0.6163084549476499,0.6020606564763353,-0.39507904436745384,-0.34903871718072055,-0.29824366491286286,-0.45935385502370846,1573685552.7215803
0.6572209766698878,0.717506102982835,0.6178285050430063,0.6043029228262646,-0.34450839460166527,-0.29079812381238024,-0.14447111947126173,-0.14857977501923486,1573685552.7314477
0.6543058934514353,0.7172118238952012,0.6190050806056779,0.606016751295219,-0.3345694154600149,-0.21650348843612,-0.053535605889821744,-0.002266582965539915,1573685552.7410297
0.6531812306321648,0.7169800981517753,0.6199414683945094,0.6073664550250213,-0.2901288040938956,-0.164536544659886,-0.006871103172467502,0.05243860815303726,1573685552.7505665
0.6522704047196946,0.7167929470705837,0.6207035684019071,0.6097938356520136,-0.2506451770331254,-0.12864410713801638,0.016333680480543556,0.11518041602159056,1573685552.760018
0.6515185207343693,0.715875605031178,0.6213353406239588,0.61181416005087,-0.21661047366408834,-0.12164897643538612,0.027800627293835204,0.14249079736568063,1573685552.769432
0.6480830346961941,0.7158080069416577,0.621867198647485,0.613517771914075,-0.24483751998216008,-0.10007204164759587,0.033287328318589195,0.1513182697570351,1573685552.7788873
0.6477570089086628,0.7157506403368336,0.6232987250794033,0.616051684240511,-0.20580857750308246,-0.0834835014476914,0.05113641833301226,0.17053335527952437,1573685552.7890563
0.6483093938151295,0.7150929014509227,0.623623908944172,0.6172336965558424,-0.15823613097352843,-0.07965702011686654,0.04776159561978256,0.15929543209679126,1573685552.8000193
0.647231792203599,0.7150902935739553,0.6239064128652079,0.614395609656457,-0.14704716351790736,-0.06827571023820328,0.044789493111069396,0.09101904120068464,1573685552.8107483
0.6470196492889919,0.7145506130306719,0.6241540444939524,0.6165172262303323,-0.12523143057808833,-0.06575914523211075,0.04205225455039195,0.11112947586962743,1573685552.8216157
0.6468334279189548,0.7140705280740111,0.6251406248255582,0.6184086249253522,-0.1074733158439054,-0.0630580796826389,0.047405586091558385,0.12182617548637305,1573685552.8326535
0.6466686842202798,0.7131558612983132,0.623086942002239,0.6183840170304599,-0.0931305913403771,-0.06545229569516789,0.022097742116830184,0.10202580875091806,1573685552.8434527
0.6459023260844304,0.7118600976747128,0.6233518139693005,0.6191686279264774,-0.090730671849875,-0.07200542094484547,0.02262695090006758,0.09841583958580578,1573685552.853435
0.6422362373907647,0.7106712323164887,0.6235895280240019,0.6206393347555829,-0.1289390398614224,-0.07720065925966807,0.022874434509206298,0.10604914367323089,1573685552.862967
0.6417336404686667,0.7095781685436162,0.6238040013964747,0.6182617966452465,-0.11774392806470846,-0.08086047258397457,0.022861278809715117,0.06060639356209043,1573685552.872399
0.640704033633491,0.7081450456152645,0.6239984379072087,0.6153239507572922,-0.11654242145075379,-0.08723939531050434,0.022661173193229925,0.004201365269312772,1573685552.881839
0.6392017832389119,0.7063943116545525,0.6235796178199297,0.6162012546610376,-0.12167031879871675,-0.09585665387275977,0.017223502833222205,0.01988921019243224,1573685552.8913271
0.6350789954513596,0.7047509102411968,0.6231948410988888,0.6135019361326574,-0.1574582941572081,-0.10283377073464053,0.012559601131676881,-0.03006027149916332,1573685552.9007874
0.6332892218517726,0.703208694296184,0.6233942885271462,0.6123509272480555,-0.1598234038063153,-0.1071054655019327,0.013109531618173553,-0.044986416713923505,1573685552.9110088
0.632721211877918,0.701362176744571,0.6230446315315267,0.6099461158614294,-0.14690274150164143,-0.11253767024242632,0.009758363959813604,-0.07422650691446799,1573685552.9218416
0.6316701670688605,0.6992195176221134,0.6227204042287477,0.611028801089782,-0.14089840982683474,-0.1196185314856698,0.006910884498767558,-0.04546456383394795,1573685552.932739
0.6301777385878655,0.6979698910651406,0.6224190403687062,0.6094258697388758,-0.1404549497667083,-0.11919904446827644,0.004489999549247571,-0.06229787444789289,1573685552.943638
0.6292866935157211,0.6956366508906754,0.6216536702118188,0.6098448270463807,-0.13473230416916315,-0.12704517692819592,-0.0006987152842244503,-0.04642900496266192,1573685552.9542742
0.6274665570536152,0.693009938467829,0.6209304431532885,0.6096142620472645,-0.13776086893548847,-0.13607076801501553,-0.005182163849780456,-0.04265950534135411,1573685552.9652433
0.6257378289130874,0.6900847250907864,0.6197791119413817,0.609403324415967,-0.1410462258839749,-0.14918774356548642,-0.012782965426807694,-0.03981714163989817,1573685552.9751942
0.6221383146494049,0.6872524513785668,0.6191412551048865,0.6092096550048552,-0.1618295235360701,-0.16259294422129952,-0.016709687283252023,-0.037505053006762865,1573685552.9846575
