Flow,D1,D2,P1,P2,dD1,dD2,dP1,dP2
23.86,1121.51,1324.39,363.13,142.03,-137.28,70.3,-32.91,8.06
27,1448.89,1354.15,436.68,150.96,-57.49,89.38,-15.07,11.18
29.8,1877.95,1339.73,527.01,156.95,122.89,73.18,24.9,11.52
29.17,2426.9,1336.87,633.46,162.48,337.62,34.77,70.44,9.22
28.29,2997.62,1276.45,732.22,161.67,482.64,-7.78,96.05,5.52
27.8,3331.39,1195.91,784.87,155.89,499.48,-34.65,92.93,1.89
27.74,3424.95,1117.9,797.77,148.95,411.97,-55.42,72.21,-1.85
27.29,3446.13,1034.66,798.71,141.03,259.3,-73.59,42.57,-5.18
26.74,3443.65,954.49,794.64,132.6,113.53,-78.15,16.8,-6.95
25.66,3342.56,919,776.3,129.42,16.81,-69.7,0.84,-6.62
25.11,3159.71,904.61,744.75,127.97,-51.01,-52.55,-10.06,-5.09
24.57,2961.72,863.58,711.21,123.5,-113.44,-37.91,-19.82,-3.75
23.8,2765.2,822.48,674.53,118.97,-162.89,-30.97,-28.08,-3.15
23.51,2559.8,792.8,636.38,115.69,-186.55,-32.71,-32.89,-3.51
22.89,2346.03,752.01,596.39,110.51,-195.34,-36.98,-35.49,-4.17
22.89,2166.94,697.05,561.45,104.25,-195.45,-39.8,-36.61,-4.61
22.66,1973.14,674.49,524.07,101.69,-194.44,-38.66,-36.91,-4.53
21.97,1798.04,640.87,488.56,97.92,-188.28,-37.62,-36.53,-4.37
21.26,1670.94,566.53,460.32,88.88,-171.96,-42.17,-34.52,-4.9
20.8,1592.17,485.09,440.86,79.45,-146.12,-52.62,-30.69,-6.18
20.23,1466.34,408.02,408.39,69.89,-123.4,-68.32,-28.21,-8.15
19.51,1265.95,347.94,361.82,62.09,-128.63,-73.95,-30.92,-9.02
18.49,1105.27,289.77,323.4,55.08,-147.64,-68.67,-35.71,-8.46
17.4,1006.87,237.53,298.06,48.88,-155.04,-61.03,-37.49,-7.57
16.83,964.24,184.27,286.16,42.56,-128.06,-55.57,-31.24,-6.78
16.14,921.77,136.01,273.78,36.79,-84.48,-52.79,-21.72,-6.31
15.63,859.46,94.33,257.29,31.14,-59.03,-49.13,-16,-6
15.43,793.3,26.36,239.91,22.1,-54.4,-51.15,-14.84,-6.51
14.49,731.72,-19.84,222.1,16.26,-60.42,-51.75,-16.49,-6.74
13.97,651.07,-56.24,200.75,12.39,-67.82,-49.89,-18.38,-6.39
13.51,573.97,-88.64,180.44,8.55,-72.07,-44.92,-19.51,-5.51
12.83,472.07,-127.78,152.88,3.1,-80.64,-37.79,-21.77,-4.6
12.11,383.63,-154.66,128.81,-0.4,-88.09,-34.2,-23.63,-4.28
11.31,327.99,-189.2,113.49,-4.75,-84.21,-33.23,-22.8,-4.34
10.06,309.64,-232.23,108.42,-10.17,-67.75,-34.85,-18.5,-4.54
8.83,247.5,-294.2,87.81,-18.67,-52.64,-41,-15.17,-5.34
8.14,159.92,-335.62,62,-24.12,-53,-46.66,-16.02,-6.15
7.51,81.72,-356.68,39.54,-27.49,-64.45,-43.82,-19.53,-5.95
6.97,53.03,-377.4,31.64,-29.68,-68.24,-35.25,-20.31,-4.8
6.31,51.07,-397.19,30.77,-32.11,-50.44,-24.71,-14.6,-3.25
5.66,48.99,-408.48,30.09,-33.52,-25.75,-18.54,-7.43,-2.35
5.2,42.84,-419.35,28.27,-35.55,-8.65,-15.55,-2.57,-2
4.89,35.01,-428.88,25.98,-36.29,-4.84,-12.43,-1.52,-1.67
4.6,34.62,-438.49,25.88,-37.41,-5.02,-10.23,-1.51,-1.34
4.26,23.93,-448.21,22.75,-38.63,-6.08,-9.8,-1.8,-1.21
4.14,-0.51,-452.85,15.1,-39.21,-9.93,-8.59,-3.02,-0.97
4.09,-34.59,-458.03,5.31,-39.87,-17.55,-7.22,-5.27,-0.9
4.03,-57.83,-467.3,-1.08,-41.07,-24.45,-6.67,-7.19,-0.86
4.17,-75.4,-470.72,-5.71,-41.51,-25.69,-5.81,-7.36,-0.76
3.6,-91.17,-510.09,-10.69,-46.66,-22.25,-12.53,-6.29,-1.64
3.46,-133.78,-536.4,-26.78,-50.75,-23.15,-19.75,-7.39,-2.72
3.2,-177.17,-548.38,-40.62,-52.49,-29.7,-22.6,-10.03,-3.19
2.69,-195.68,-560.07,-46.58,-54.7,-32.72,-21.55,-11.21,-3.21
0.89,-205.88,-577.43,-50.27,-57.17,-29.29,-15.72,-9.97,-2.49
-2.17,-246.8,-600.03,-62.71,-60.84,-25.73,-15.56,-8.25,-2.49
-3.57,-274.79,-608.92,-71.39,-62.19,-24.99,-16.09,-7.9,-2.57
-4.09,-293.19,-610.72,-77.14,-62.46,-26.85,-13.31,-8.39,-2.08
-3.97,-298.42,-613.69,-78.31,-62.85,-23.68,-8.39,-7.24,-1.33
-3.89,-280.51,-610.66,-72.49,-62.43,-9.66,-2.68,-2.85,-0.41
-3.77,-257.78,-608.47,-64.82,-62.12,4.14,0.01,1.59,-0.01
-3.2,-225.83,-601.47,-54.65,-60.53,17.08,2.29,5.67,0.43
-2,-179.2,-598.14,-40.12,-59.91,28.97,3.96,9.29,0.75
-0.03,-121.93,-591.52,-22.09,-57.7,39.44,4.82,12.48,1.15
1.34,-89.92,-584.44,-12.2,-56.4,44.07,5.79,13.78,1.41
2.2,-88.51,-590.1,-11.68,-57.05,36.71,3.66,11.45,1.04
2.63,-99.33,-591.71,-14.9,-57.23,19.72,1.46,6.18,0.6
2.8,-99.86,-592.81,-14.57,-56.73,3.85,-0.96,1.32,0.11
2.83,-82.94,-600.64,-9.74,-58.23,0.56,-3.49,0.27,-0.34
2.51,-75.23,-604.81,-7.48,-59.53,4.52,-3.83,1.4,-0.6
2.2,-72.16,-609.23,-6.57,-60.31,8.09,-4.71,2.41,-0.9
2.03,-68.81,-607.97,-5.1,-60.19,7.48,-3.89,2.25,-0.91
2.03,-65.8,-611.54,-4.49,-60.04,4.32,-2.47,1.34,-0.43
2.09,-67.92,-611.97,-5.64,-59.93,2.47,-1.58,0.67,-0.05
2.03,-81.72,-610.4,-9.95,-59.68,-1.27,-0.48,-0.59,0.17
2.11,-94.09,-610.91,-13.74,-59.74,-5.86,-0.24,-2.06,0.16
2.17,-106.91,-606.9,-17.19,-59.21,-9.8,1.35,-3.05,0.23
2.26,-107.78,-616.12,-17.32,-60.46,-9.18,-0.13,-2.68,0
2.09,-136.72,-620.7,-26.06,-61.09,-10.81,-2.26,-3.11,-0.3
1.94,-166.95,-626.35,-35.28,-61.88,-15.79,-4.25,-4.66,-0.57
1.8,-199.99,-632.18,-44.99,-62.69,-22.59,-6.02,-6.76,-0.8
1.63,-203.9,-635.47,-46.08,-63.18,-23.44,-5.11,-6.98,-0.68
1.11,-195.19,-642.32,-43.81,-64.14,-13.08,-5.49,-3.9,-0.74
0.51,-190.8,-689.9,-43.06,-69.96,-1.76,-14.16,-0.63,-1.77
0.2,-180.78,-708.81,-45.14,-72.42,7.92,-21.38,1.16,-2.65
0.29,-168.51,-715.26,-42.67,-73.31,11.54,-23.4,1.52,-2.9
0.6,-151.99,-720.74,-37.81,-74.12,14.12,-19.15,2.28,-2.39
1,-154.48,-724.08,-38.27,-74.65,13.62,-9.03,2.81,-1.17
1.26,-153.74,-720.45,-38.02,-74.25,10.5,-4.25,3.05,-0.56
1.34,-154.97,-722.35,-37.54,-74.59,6.41,-2.46,2.26,-0.33
1.46,-150.44,-712.49,-35.95,-73.35,4.28,0.69,1.75,0.1
0.17,-141.54,-716.28,-32.77,-73.95,7.01,1.14,2.63,0.16
-3.11,-170.66,-732.67,-41.45,-76.9,2.06,-3.15,1.12,-0.55
-6.63,-211.36,-763.22,-53.82,-81.96,-9.26,-11.64,-2.51,-1.93
-9.6,-228.55,-800.08,-58.65,-87.34,-18.66,-23.84,-5.38,-3.72
-12.06,-192.39,-830.3,-47.51,-91.68,-12.07,-31.38,-3.42,-4.74
-13.63,-191.23,-859.06,-47.15,-97.06,1.68,-34.05,0.74,-5.17
-14.4,-233,-867.38,-59.92,-100.59,3.34,-29.01,1.19,-4.89
-15.26,-305.53,-851.67,-81.89,-101.08,-15.52,-16.52,-4.63,-3.84
-16.34,-379.7,-824.45,-104.58,-99.44,-45.06,-0.8,-13.66,-2.16
-17.37,-465.15,-794.85,-130.77,-97.35,-65.8,14.18,-20.01,-0.16
-16.66,-540.67,-760.64,-154.06,-94.61,-74.08,23.81,-22.61,1.32
-16.14,-611.33,-731.93,-176.5,-92.62,-74.11,26.86,-22.86,1.9
-15.43,-677.62,-696.57,-197.51,-88.48,-71.37,28.2,-22.25,2.36
-26.43,-744.88,-632.71,-218.68,-80.18,-67.16,35.07,-21.14,3.73
-30.17,-798.32,-565.78,-235.64,-71.44,-62.78,45.13,-19.89,5.56
-31.51,-858.76,-485.36,-254.14,-62.23,-59.88,58.72,-18.85,7.47
-32.2,-913.57,-401.38,-270.6,-52.35,-57.36,70.25,-17.84,8.72
-33.8,-947.85,-322.01,-278.96,-43.1,-51.39,75.23,-15.4,9.03
-34.09,-978.59,-220.33,-285.87,-31.09,-44.72,82.26,-12.55,9.7
-34.23,-989.08,-134.8,-286.11,-21.27,-32.75,85.22,-8.09,10.04
-33.69,-974.63,-51.74,-276.66,-11.22,-16.8,85.76,-2.18,10.13
-32.06,-952.37,34.67,-265.38,-0.06,-1.12,85.36,3.35,10.32
-30,-909.53,103.24,-247.01,8.41,16.78,78.85,9.54,9.74
-27.29,-856.24,142.63,-225.23,13.2,32.13,68.21,14.77,8.57
-25.54,-801.36,197.5,-203.61,19.83,42.78,57.95,18.1,7.24
-25.26,-751.15,230.33,-184.92,23.8,48.73,45.98,19.67,5.6
-25,-721.74,277.95,-173.26,28.87,44.62,41.28,17.73,4.83
-23.69,-672.73,320.74,-155.34,33.84,40,41.44,15.66,4.72
-21.69,-586.09,363.31,-125.42,38.88,45.08,40.25,16.98,4.52
-19.26,-466.7,390.47,-85.42,42.79,63.72,38.95,22.89,4.53
-16.51,-334.32,429.13,-41.88,49.51,90.84,35.95,31.4,4.8
-13.91,-195.44,461.62,2.28,54.56,113.33,33.85,38.05,5.02
-10.63,-59.54,494.79,43.82,60.09,125.49,32.81,40.92,5.27
-6.2,56.35,523.45,78.21,64.53,125.79,32.83,39.78,5.29
-3.77,154.62,528.22,107.12,66.74,117.41,25.91,36.08,4.36
0.03,215.26,539.16,124.46,68.46,98.67,18.98,29.63,3.39
5.2,241.97,536.27,132.38,68.95,71.85,10.19,21.34,2.14
12.09,194.56,536.99,118.35,69.28,32.46,4.02,9.66,1.17
22.26,172.6,557.63,110.85,71.74,-2.02,6.33,-0.67,1.1
28.31,243.7,587.98,130.27,77.25,-4.36,12.74,-1.69,2.08
34.71,352.13,649.98,158.46,86.14,24.47,28.9,5.86,4.31
39.74,595.53,651.88,220.61,89.49,96.62,33.51,24.9,5.59
43.83,911.8,611.57,296.02,87.7,182.72,18.69,46.07,4.56
43.34,1264.38,539.05,374.56,81.45,261.23,-11.98,62.98,1.17
41.94,1558.09,441.76,434.53,72.04,310.65,-51.25,71.32,-3.44
40.2,1652.42,365.66,449.63,64.26,279.76,-72.53,60.64,-6.42
37.97,1599.29,279.14,434.9,54.31,180.76,-82.06,36.42,-8.19
35.09,1498.44,196.42,410.81,44.48,55.58,-82.92,8.45,-8.94
32.06,1383.6,111.49,383.62,34.22,-45.79,-80.99,-12.94,-9.29
29.03,1201.41,51.46,340.1,26.88,-107.56,-77.54,-25.98,-9.22
26.11,945.4,5.33,278.9,21.2,-156.68,-67.19,-37.32,-8.12
24.37,703.37,-29.13,218.63,16.28,-199.57,-53.73,-48.09,-6.69
22.71,531.02,-81.7,174.01,9.57,-217.67,-44.84,-53.39,-5.75
20.43,445.55,-136.85,150.36,2.61,-190.5,-44.73,-47.89,-5.81
18.4,375.42,-178.96,129.74,-3.36,-138.06,-46.25,-36.22,-6.1
15.8,307.26,-209.81,110.11,-8.08,-93.36,-44.72,-25.77,-6.02
14.34,241.68,-238.83,91.6,-12.62,-70.49,-37.76,-20.2,-5.39
14.49,173.99,-256.97,72.01,-15.16,-66.64,-29.18,-19.22,-4.38
12.77,84.69,-266.95,46.35,-15.85,-70.56,-21.57,-20.25,-3.12
8.54,23.35,-288.76,28.05,-18.5,-71.7,-17.9,-20.73,-2.32
7.31,-15.26,-302.99,16.56,-20.28,-65.83,-15.32,-19.24,-1.78
7.29,-41.52,-324.77,8.75,-23.08,-52.63,-16.45,-15.5,-1.94
7.31,-103.4,-355.55,-9.26,-27.69,-43.74,-20.62,-12.95,-2.74
7.14,-161.05,-376.58,-26.97,-30.59,-45.39,-22.17,-13.49,-3.08
6.54,-190.22,-390.21,-35.95,-32.42,-46.59,-22.1,-13.96,-3.11
5.63,-190.68,-402.95,-36.15,-33.47,-37.93,-18.74,-11.46,-2.5
4.66,-188.92,-415.87,-36.1,-35.03,-19.1,-14.52,-5.98,-1.72
3.97,-190.54,-421.75,-36.78,-35.78,-4.35,-11.6,-1.52,-1.28
3.66,-193.2,-426.18,-37.26,-36.39,1.26,-9.26,0.27,-1.02
3.6,-198.53,-430.65,-38.82,-37.02,0.2,-6.96,0.06,-0.86
3.43,-206.06,-434.98,-41.14,-37.65,-1.74,-5.32,-0.4,-0.68
3.09,-223,-437.91,-46.37,-38.09,-5.07,-4.92,-1.42,-0.64
2.37,-226.01,-446.66,-47.34,-39.3,-6.15,-5.84,-1.83,-0.76
2,-228.64,-451.23,-48.21,-39.97,-5.06,-6.47,-1.53,-0.85
0.11,-218.23,-459.6,-45.09,-41.15,0.04,-7.6,0.02,-1
-1.29,-231.41,-476.52,-49.19,-42.82,2.2,-10.53,0.68,-1.26
-2.57,-234.33,-486.09,-50.6,-44.01,1.23,-12.09,0.29,-1.37
-4,-229.63,-496.81,-49.37,-45.47,1.42,-13.6,0.27,-1.54
-5.6,-210.06,-501.41,-43.08,-46.17,5.12,-12.36,1.46,-1.44
-7.06,-187.28,-519.4,-36.12,-48.66,14.65,-12.21,4.47,-1.57
-9.14,-146.31,-532.73,-23.82,-50.54,25.37,-13.84,7.82,-1.82
-11.06,-107.64,-547.82,-12.38,-52.68,34.46,-15.75,10.52,-2.09
-12.17,-92.27,-552.48,-7.92,-53.43,35.39,-15.65,10.65,-2.08
-12.34,-80.73,-540.88,-4.18,-52.02,30.75,-9.02,9.28,-1.2
-12.54,-79.82,-515.78,-3.42,-48.82,20.16,1.21,6.24,0.16
-12.49,-81.46,-495.67,-3.37,-46.94,10.75,11.13,3.63,1.36
-12.49,-78.24,-482.68,-1.87,-45.56,7.07,15.42,2.69,1.83
-12.43,-69.85,-474.02,1.16,-44.63,6.74,13.51,2.65,1.55
-12.69,-43.79,-478.55,9.34,-45.43,12.83,6.31,4.45,0.64
-13.06,40.08,-487.97,33.62,-46.23,32.31,-1.49,9.99,-0.12
-12.94,188.25,-479.61,75.2,-44.5,69.02,-4.34,20.17,-0.24
-12.51,446.47,-461.27,144.98,-41.4,131.53,-1.17,36.94,0.44
-12.51,793.25,-447.76,232.48,-38.28,213.68,5.21,57.48,1.61
-12.57,1172.14,-434.82,321.16,-35.71,293.34,10.2,75.13,2.43
-12.8,1533.09,-426.44,400.14,-33.87,348.94,9.64,84.71,2.39
-12.83,1898.79,-410.47,474.96,-31.05,372.87,8.6,85.06,2.2
-12.6,2209.9,-387.95,534.26,-28.01,365.38,10.65,78.2,2.2
-12.37,2496.64,-368.13,585.84,-25.49,342.78,13.42,68.92,2.3
-12.17,2771.02,-352.12,632.69,-22.88,318.26,15.32,60.24,2.42
-12.09,3071.91,-342.62,682.12,-21.62,302.31,13.3,53.98,2.05
-11.77,3339.6,-330.99,723.51,-20.2,295.79,9.92,50.27,1.57
-11.31,3528.89,-331.15,751.97,-19.73,276.32,5.22,45.17,1.01
-11.11,3652.51,-327.5,769.7,-19.21,235.34,1.49,37.23,0.47
-10.49,3687.09,-320.47,774.89,-18.34,167.37,-0.01,25.85,0.26
-9.91,3727.05,-297.41,780.49,-14.76,105.45,2.96,16.06,0.71
-9.4,3764.84,-267.47,786.31,-10.75,65.59,11.07,9.98,1.72
-8.74,3736.94,-216.81,782.94,-4.19,34.38,23.03,5.51,3.27
-8.09,3641.74,-173.4,769.92,2.02,0.48,33.41,0.71,4.67
-7.03,3576.28,-130.88,760.51,7.6,-34.95,39.01,-4.38,5.33
-4.46,3438.21,-69.08,740.68,15.49,-74.81,44.96,-10.29,6.05
4.4,3065.58,17.15,683.47,25.7,-148.93,54.31,-21.88,6.99
12.03,2364.98,113.82,566.61,36.26,-301.78,69.73,-47.59,8.37
17.66,1686.41,193.7,439.02,43.75,-481.99,81.11,-81.14,9.07
19.49,1380.21,222.57,376.23,46.67,-547.55,74.26,-96.99,7.84
19.29,1275.29,212.17,353.9,45.88,-455.56,48.48,-84.78,4.91
18.66,1185.34,197.02,333.86,43.5,-276.47,17.35,-54.96,1.53
18.4,1062.1,189.42,306.42,43.08,-143.78,-4.35,-30.64,-0.56
17.6,982.43,178.63,288.39,41.88,-100.17,-11.82,-22.16,-1.32
17.2,939.64,154.45,278.6,38.3,-86.6,-13.97,-19.42,-1.75
16.29,905.09,130.99,269.6,35.25,-67.42,-17.1,-15.43,-2.17
15.46,847.77,109.04,255.97,32.49,-49.71,-21.06,-11.75,-2.81
14.91,773.47,91.31,237.89,30.28,-50.11,-22.08,-12.15,-2.91
14.34,673.28,69.49,213.76,27.56,-65.62,-20.91,-15.93,-2.63
13.63,561.99,56.89,186.56,25.33,-85.32,-18.63,-20.63,-2.45
13.34,418.55,44.76,150.68,23.65,-106.33,-16.08,-26.01,-2.23
12.91,305.83,14.73,121.27,19.2,-118.43,-17.53,-29.47,-2.57
12.43,232.61,-7.34,101.98,16.24,-113.26,-19.29,-28.74,-2.84
11.37,183.76,-47.27,88.99,11.15,-93.8,-25.71,-24.25,-3.53
10.57,84.03,-79.17,62.16,7.08,-78.72,-30.59,-20.81,-4.06
9.94,-26.98,-103.12,31.65,4.02,-81.08,-30.29,-21.79,-3.88
9.49,-109.07,-123.59,8.15,1.4,-89.11,-28.32,-24.38,-3.61
8.89,-137.68,-145.7,-0.61,-2.72,-83.33,-23.58,-23.21,-3.26
7.94,-146.04,-167.79,-3.7,-5.89,-56.83,-21.41,-16.29,-3.19
7.34,-157.56,-178.85,-7.27,-7.4,-29.57,-18.97,-8.86,-2.94
6.94,-204.09,-195.84,-20.75,-9.62,-20.8,-17.15,-6.34,-2.59
6.6,-287.3,-205.5,-45.48,-10.25,-35.63,-14.12,-10.6,-1.79
6.57,-335.46,-212.42,-60.34,-10.98,-50.9,-10.93,-15.11,-1.21
6.17,-374.85,-221.87,-72.32,-12.16,-56.78,-9.59,-16.97,-1
5.8,-411.52,-227.52,-83.45,-13.53,-50.53,-7.3,-15.26,-0.88
5.63,-435.35,-285.84,-90.29,-21.29,-37.55,-16.93,-11.32,-2.37
5.6,-442.16,-386.27,-91.82,-34.56,-27.72,-40.63,-8.14,-5.55
5.09,-429.91,-419.18,-87.96,-38.95,-14.37,-54.96,-4,-7.41
4.6,-453.56,-431.66,-94.65,-40.62,-8.11,-53.93,-2.03,-7.15
4.09,-478.41,-444.17,-102.1,-42.29,-9.94,-36.05,-2.65,-4.78
3.71,-495.86,-446.57,-107.42,-42.61,-15.7,-14.4,-4.52,-1.92
3.06,-496.39,-449.31,-107.6,-42.98,-17.58,-7.33,-5.18,-0.98
2.71,-481.9,-460.4,-103.63,-43.83,-7.49,-6.05,-2.31,-0.68
2.26,-453.7,-449.72,-95.21,-42.87,6.34,-2.25,1.8,-0.21
1.89,-443.29,-445.8,-92.59,-42.46,14.81,0.39,4.25,0.08
1.69,-444.96,-446.92,-93.31,-42.64,14.19,2.27,4.02,0.25
1.29,-443.44,-446.4,-92.96,-42.58,8.63,3.48,2.38,0.32
0.11,-449.58,-444.2,-94.9,-42.29,0.87,1.53,0.09,0.17
-1.46,-458.04,-447.85,-97.53,-42.77,-3.35,0.43,-1.08,0.05
-2.83,-447.81,-506.88,-94.02,-50.7,-1.93,-11.55,-0.52,-1.55
-4.83,-414.11,-535.67,-83.72,-53.96,6.23,-23.59,2.04,-3.05
-6.89,-346.46,-558.43,-63.01,-56.89,25.36,-31.18,7.91,-3.98
-9.66,-349.11,-573.27,-63.22,-58.87,32.46,-29.88,10.17,-3.79
-11.63,-412.81,-601.64,-82.12,-62.74,14.2,-22.39,4.69,-2.85
-13,-473.71,-619.92,-100.11,-65.88,-17.79,-20.88,-4.91,-2.92
-13.91,-472.44,-631.66,-99.6,-67.66,-36.92,-19.04,-10.74,-2.81
-14.37,-408.56,-637.64,-80.2,-68.55,-17.13,-15.62,-4.87,-2.38
-14.49,-323.46,-641.31,-54.86,-68.46,25.23,-9.49,7.75,-1.37
-14.97,-252.93,-647.38,-34.24,-68.53,60.17,-6.28,18.04,-0.57
-15.11,-178.79,-639.61,-13.4,-67.29,75.81,-2.43,22.35,0.12
-15.09,-72.41,-636.72,16.89,-66.25,83.74,0.43,24.24,0.62
-15.2,52.12,-623.12,51.17,-64.25,95.83,4.71,27.18,1.11
-15.46,216.2,-610.89,94.4,-61.96,120.29,8.87,33.25,1.66
-15.6,398.71,-614.02,141.54,-62.27,148.52,7.54,40.04,1.47
-15.49,617.8,-614.55,195,-61.11,177.69,5.08,46.19,1.26
-15.46,871.23,-626.65,254.73,-61.88,209.87,-1.45,52.54,0.58
-15.43,1204.12,-642.65,327.9,-63.9,251.73,-8.13,60.04,-0.34
-15.4,1497.77,-642.77,388.69,-63.31,286.44,-9.22,65,-0.49
-15.6,1783.26,-630.66,444.56,-60.92,304.89,-5.63,65.85,-0.12
-15.71,2047.07,-606.8,494.03,-56.91,303.37,4.25,62.32,1.26
-15.43,2292.94,-569.44,537.52,-51.7,284.06,17.2,55.48,3.05
-14.97,2479.23,-533.75,569.33,-46.94,259.65,26.75,48.66,4.16
-14.51,2590.59,-492.07,587.66,-41.49,217.99,33.69,39.59,4.85
-14.26,2588.58,-439.03,586.81,-34.6,152.08,39.76,27.17,5.46
-14.71,2182.66,-388.96,516.92,-28.2,3.12,43.84,1.31,5.93
-15.03,1721.83,-351.67,431.35,-24.24,-178.4,44.83,-31,5.89
-15.2,1352.69,-302.52,357.2,-19.6,-321.21,44.55,-58.07,5.46
-15.06,1108.51,-274.86,305.66,-17.42,-366.95,39.18,-68.76,4.36
-15.11,975.42,-257.62,277.14,-15.89,-291.49,31.46,-57.19,3.23
-15.06,828.26,-223.44,244.47,-11.97,-205.68,27.52,-42.13,2.92
-14.94,667.19,-159.7,208.19,-5.48,-154.79,31.07,-32.73,3.48
-15.03,457.68,-67.22,160.39,4.29,-151.12,48.72,-32.85,5.5
-14.89,272.85,21.15,116.65,12.67,-168.27,68.85,-37.54,7.46
-15.31,105.03,88.9,75.69,18.81,-175.42,78.11,-40.11,8.09
-15.23,-55.69,159.38,36.21,24.7,-171.86,77.08,-40.25,7.61
-15.17,-224.97,243.44,-7.18,32.03,-162.1,73.73,-39.14,6.87
-15.2,-372.21,319.58,-45.9,37.63,-155.45,73.03,-38.6,6.43
-15.54,-515.31,410.92,-85.13,44.79,-149.93,78.46,-38.42,6.6
-15.63,-660.75,530.51,-126.46,52.47,-145.09,89.21,-38.65,6.93
-15.29,-859.07,662.58,-186.31,60.7,-151.65,103.45,-42.52,7.32
-14.69,-997.32,716.82,-229.35,61.68,-156.34,103.48,-45.77,6.5
-14.34,-1114.32,756.23,-267.16,62.74,-151.34,86.87,-45.98,4.6
-14.09,-1178.48,781.91,-287.66,64.03,-127.8,59.05,-39.9,2.6
-13.89,-1197.85,816.1,-293.44,68.06,-85.36,36.73,-27.08,1.78
-13.83,-1201.11,848.68,-294.24,71.03,-49.3,31.93,-15.67,2.46
-13.86,-1191.26,878.11,-290.34,74.76,-18.52,30.63,-5.58,3.14
-13.83,-1162.69,909.61,-280.05,78.33,2.29,31.28,1.34,3.55
-13.8,-1121.58,956.27,-265.58,83.48,16.92,33.62,6.31,3.82
-13.77,-1075.18,1006.84,-249.49,89.68,29.34,38.9,10.56,4.59
-13.97,-1003.63,1032.39,-225.73,92.63,42.83,40.04,14.95,4.68
-14.03,-868.02,1040.05,-181.46,94.84,66.67,33.18,22.53,4.18
-13.66,-699.81,1019.23,-128.73,94.24,100.57,15.38,32.92,2.62
-13.57,-507.77,997.26,-70.46,94.25,139.16,-3.84,44.24,1.02
-13.2,-289.66,991.76,-6.95,95.58,174.25,-13.11,53.66,0.46
-11.09,-149.13,1009.85,32.3,99.37,180.7,-9.57,53.89,0.96
-3.97,-156.77,1079.01,29.77,108.69,141.1,12.36,41.13,3.32
13.14,-176.3,1215.13,23.75,125.11,76.93,51.38,21.85,7.4
20.23,12.18,1394.82,72.08,149.23,55.37,100.26,14.39,13.23
23.94,426.95,1538.87,174.16,170.8,129.86,136.72,32.06,18.29
25.26,962.4,1649.09,295.39,188.41,281.72,146.09,67.62,20.5
26.11,1347.98,1670.65,375.15,194.17,397.15,116.65,92.05,17.76
26.6,1738.72,1615.65,451.19,191.51,434.47,57.77,95.37,10.85
26.46,2123.44,1549.2,519.62,186.1,413.99,-0.67,84.16,3.44
26.4,2328.1,1465.59,554.2,178.48,348.05,-48.15,65.77,-2.71
25.66,2353.1,1373.78,556.88,169.82,257.8,-73.67,46.31,-6.09
25.23,2240.91,1299.09,535.13,162.16,121.59,-80.18,20.24,-7.42
24.31,2136.35,1257.02,514.79,157.74,-7.8,-74.49,-3.12,-7.23
24,2103.27,1217.73,507.15,154.22,-68.16,-60.72,-13.85,-5.99
23.54,2128.24,1173.17,509.95,149.59,-59.91,-47.79,-12.36,-4.78
22.63,2102.77,1129.3,504.3,144.89,-29.08,-41.91,-6.74,-4.21
22.11,2028.2,1098.32,489.91,141.52,-21.75,-40.16,-5.25,-4.12
21.6,1911.3,1053.84,467.6,136.66,-47.97,-39.84,-9.81,-4.26
21.46,1778.56,1021.39,440.77,133.09,-88.31,-37.47,-17.34,-4.06
21.17,1598.22,999.98,405.47,130.72,-124.89,-33.11,-24.47,-3.61
21.69,1400.59,957.93,364.86,126.06,-155.79,-32.99,-31.01,-3.62
23.86,1264.99,891.91,335.04,118.69,-166.08,-38.21,-33.9,-4.22
24.09,1169.78,827.1,313.95,111.4,-154.21,-49.08,-32.22,-5.46
23,1030.09,766.63,281.57,103.88,-135.86,-59.12,-29.67,-6.74
21.6,850.95,717.83,241.39,98.13,-132.52,-59.88,-29.82,-6.97
20.46,702.67,662.22,207.48,91.68,-143.41,-56.18,-32.53,-6.63
19.26,608.4,614.1,183.95,86.09,-144.13,-52.35,-33.18,-6.18
18.03,550.37,563.36,169.24,80.16,-119.43,-50.33,-28.01,-5.84
16.83,483.23,505.42,152.37,72.7,-88.1,-51.67,-21.44,-6.14
15.8,404.35,465.82,130.99,67.18,-71.57,-49.45,-18.28,-6.14
14.77,344.39,404.87,116.07,59.72,-66.81,-50.9,-17.23,-6.47
14.26,308.37,315.68,105.03,48.29,-61.67,-58.92,-16.29,-7.57
14.09,268.82,247.89,92.5,39.88,-51.8,-65.92,-14.37,-8.36
13.97,223.35,185.26,79.72,32.15,-42.95,-71.32,-12.38,-8.91
13.4,127.88,152.61,52.52,28.1,-50.87,-63.1,-14.98,-7.87
12.86,22.63,126.02,24.81,24.79,-70.26,-47.11,-19.77,-5.82
12.34,-42.43,90.03,7.47,20.3,-81.39,-37.16,-22.24,-4.59
11.57,-70.64,57.25,0.35,16.19,-74.97,-31.49,-20.14,-3.91
10.69,-146.74,25.99,-20,12.25,-63.43,-31.78,-16.71,-3.96
9.86,-260.28,-2.23,-51.08,8.03,-66.2,-31.59,-17.68,-4.08
9.29,-354.78,-20.05,-77.54,5.6,-80.66,-27.48,-21.91,-3.67
