Flow,D1,D2,P1,P2,dD1,dD2,dP1,dP2
-9.09,796.65,-175.42,324.2,-2.1,35.96,-1.05,12.72,0.38
-8.34,804.41,-149.9,326.92,1.05,29.35,2.58,10.37,0.76
-7.69,807.77,-110.66,328.1,5.65,18.64,12.89,6.58,1.82
-7.23,816.3,-73,331.44,10.67,10.45,27.12,3.73,3.52
-7.03,826.9,-22.54,335.2,16.63,6.73,38.83,2.48,4.81
-6.23,834.56,14.13,337.86,20.86,7.3,42.22,2.68,5.17
-5.23,840.14,51.74,339.37,25.79,7.56,41.83,2.65,5.16
-3.8,836.38,93.59,338.38,30.68,4.51,41.42,1.53,5.04
-2.34,829.22,120.71,336.01,33.75,-0.27,37.28,-0.09,4.53
0.06,822.13,125.33,333.62,34.25,-4.57,29.83,-1.52,3.6
3.46,803.13,130.64,327.53,34.81,-9.91,19.65,-3.2,2.28
6.23,764.67,115.03,314.39,33.01,-18.13,5.94,-6.04,0.69
8.26,707.46,120.03,294.46,33.54,-31.39,-0.57,-10.66,-0.06
11.74,597.68,186.2,255.38,39.63,-55.87,11.6,-19.43,1.04
15.57,430.68,300.5,193.86,49.97,-92.71,41.42,-33.16,3.76
17.86,248.51,385.33,123.41,53.97,-132.47,72.23,-48.81,5.88
18.77,103.12,431.67,65.02,55.65,-157.24,82.07,-59.62,5.87
18.11,3.19,437.5,23.64,55.4,-152.87,62.85,-59.69,3.7
17.34,-61.72,425.64,-3.81,53.85,-123.92,29.43,-49.87,0.88
16.71,-117.33,417.17,-28.03,52.83,-90.31,4.83,-37.44,-0.46
16.17,-170.24,410.04,-51.18,51.99,-67.23,-7.25,-28.63,-1.03
15.6,-214.55,377.78,-70.78,47.77,-54.83,-14.26,-23.81,-1.75
15.23,-242.96,347.07,-83.45,44.2,-46.34,-20.29,-20.37,-2.46
14.29,-260.48,280.16,-91.32,36.76,-36.2,-34.29,-16.02,-4.01
13.09,-286.93,241.39,-103.57,32.42,-28.17,-44.09,-12.64,-5.04
12.31,-316.99,230.39,-117.33,27.85,-25.1,-40.64,-11.42,-5.19
11.77,-345.42,215.42,-130.39,24.68,-26.37,-31.85,-12.1,-4.83
10.94,-362.36,190.98,-138.22,21.56,-26.5,-20.87,-12.19,-3.85
9.69,-370.53,158.77,-142.01,19.17,-21.56,-20.79,-9.92,-3.3
8.77,-379.54,142.44,-146.2,18.28,-15.32,-23.44,-7.08,-2.47
8.03,-387.47,127.34,-149.88,16.15,-10.4,-22.48,-4.82,-2.02
7.23,-397.72,105,-154.97,14.17,-8.98,-20.15,-4.24,-1.74
6.89,-408.17,101.38,-159.96,13.88,-9.48,-14.83,-4.53,-1.41
6.77,-424.75,101.87,-167.78,13.93,-11.12,-10.16,-5.33,-1.01
6.29,-439.1,79.82,-174.58,11.35,-12.83,-9.21,-6.12,-0.88
6.2,-452.07,62.03,-180.75,9.87,-13.5,-10.22,-6.39,-0.98
5.06,-460.96,20.43,-185,4.49,-12.54,-19.83,-5.93,-2.14
4.37,-479.83,-2.95,-194.33,2.21,-12.18,-26.78,-5.84,-2.89
4,-497.65,-12.82,-202.68,0.42,-13.27,-25.07,-6.36,-2.82
3.63,-509.71,-20.6,-208.79,-0.08,-13.84,-20,-6.68,-2.28
2.66,-513.51,-26.36,-210.45,-0.75,-12.03,-11.32,-5.77,-1.16
1.49,-516.56,-27.7,-211.93,-1.02,-7.37,-6.53,-3.48,-0.65
1.17,-518.74,-23.44,-213.03,0,-3.25,-3.03,-1.52,-0.06
0.86,-520.47,-26.3,-213.62,-0.3,-0.95,-0.96,-0.32,0.16
0.91,-521.5,-29.82,-214.1,-0.81,-0.22,-0.56,0.04,0.2
1.17,-522.9,-23.61,-214.81,-0.22,0.26,0.27,0.27,0.23
1.8,-526.61,-15.53,-216.64,0.56,0,2,0.12,0.28
2,-529.03,-18.26,-217.87,0.1,-0.43,3.24,-0.15,0.39
2.4,-533.08,-16.71,-220.18,0.14,-1.22,3.43,-0.62,0.4
1.51,-531.93,-37.93,-219.77,-3.08,-0.88,-2.6,-0.52,-0.43
0.63,-541.45,-53.41,-224.43,-4.46,-1.87,-9.02,-1.02,-1.14
-0.11,-546.81,-67.28,-227.37,-6.03,-3.24,-12.82,-1.73,-1.5
-0.11,-551.09,-72.26,-229.57,-5.99,-4.22,-13.28,-2.19,-1.34
-0.03,-548.68,-63.71,-228.47,-5.55,-3.76,-6.18,-1.96,-0.47
0.03,-544.56,-55.78,-226.23,-4.79,-0.6,0.84,-0.35,0.16
0.09,-542.3,-46.74,-225.08,-3.15,1.42,6.82,0.74,0.87
-0.03,-539.21,-40.67,-223.58,-2.32,2.53,9.2,1.32,1.15
-0.06,-536.16,-45.32,-222.13,-2.83,2.23,6.46,1.17,0.97
-0.11,-531.14,-50.07,-219.76,-3.38,2.17,2.58,1.08,0.49
-0.11,-525.53,-73.23,-217.13,-4.75,2.72,-4.98,1.33,-0.26
-2.31,-516.06,-97.01,-212.69,-7.19,3.94,-12.9,1.9,-1.02
-4.6,-493.61,-144.74,-202.07,-12.68,7.96,-23.54,3.82,-2.21
-8.2,-458.34,-189.35,-185.16,-17.25,15.43,-34.11,7.42,-3.44
-11.43,-408.16,-243.42,-161.64,-21.53,26.71,-42.53,12.77,-4.25
-13.43,-345.45,-290.49,-133.05,-25.3,40,-47.99,18.85,-4.41
-13.97,-270.13,-316.06,-99.37,-26.61,53.25,-43.96,24.62,-3.51
-13.97,-181.5,-326.15,-60.24,-26.09,66.42,-34.33,30.09,-2.21
-14.14,-75.81,-330.19,-14.61,-24.85,80.14,-20.68,35.6,-0.68
-14.29,32.21,-322.81,31.18,-23.56,92.31,-7.65,40.28,0.59
-14.17,137.62,-319.67,74.49,-22.45,100.36,-0.15,42.94,1.15
-14.11,241.89,-316.87,116.2,-20.66,103.6,3.13,43.29,1.4
-13.89,338.67,-308.77,153.95,-21.32,101.59,5.04,41.38,1.06
-14.09,432.32,-303.51,190.02,-20.47,98.02,5.04,38.95,0.79
-14.03,522.25,-307.68,224.07,-21.61,94.04,3.71,36.61,0.23
-13.94,609.14,-311.13,255.99,-22.21,90.09,1.09,34.37,-0.31
-13.66,690.79,-331.12,285.72,-25.33,86.63,-5.58,32.44,-0.98
-12.94,757.89,-352.8,309.51,-28.15,80.76,-12.76,29.65,-1.94
-13.46,810.89,-365.68,327.98,-29.14,71.68,-16.53,25.83,-2.15
-14.14,866.22,-370.86,346.99,-30.3,62.8,-16.33,22.22,-2.07
-14.46,912.78,-353.75,362.78,-29.05,54.94,-7.39,19.07,-1.05
-14.6,941.42,-330.22,372.38,-26.47,47.05,4.47,16.11,0.24
-14.6,947.03,-289.53,374.63,-21.07,35.54,17.76,12.15,1.86
-15.94,934.69,-234.22,370.53,-14.45,18.67,31.87,6.46,3.81
-16.14,898.37,-160.74,358.25,-6.52,-1.29,46.06,-0.25,5.54
-16.66,843.04,-95.66,339.75,1.48,-21.76,57.58,-7.11,6.89
-16.49,808.93,-60.99,328.46,6.17,-33.72,57.41,-11.14,6.91
-16.49,799.09,-12.72,325.09,12.47,-32.84,52.23,-10.81,6.54
-16.31,815.26,-0.5,330.55,14.62,-17.64,38.38,-5.68,5.23
-16.74,839.69,8.02,338.72,15.67,3.54,24.9,1.42,3.6
-16.8,821.35,80.45,332.66,23.22,10.3,28.64,3.7,3.67
-17.03,736.65,239.55,303.32,35.55,-8.03,57.16,-2.6,5.45
-16.97,592.73,497.73,252.13,55.64,-51.03,121.97,-17.69,10.22
-18.11,387.01,837.71,175.57,78.45,-109.87,207.65,-39.23,15.89
-19.29,164.35,1203.86,88.65,98.27,-163.28,285.52,-60.28,19.47
-20.03,-21.36,1550.92,12.78,112.18,-191.91,335.13,-73.36,19.83
-19.37,-157.55,1878.29,-46.02,129.22,-188.92,350.96,-75.03,18.4
-26.14,-255.75,2156.99,-89.44,141.64,-159.26,336.06,-65.79,16.11
-37.97,-322.73,2405.57,-119.69,153.02,-119.73,306.83,-51.36,14.33
-42.54,-364.94,2658.01,-139.02,164.58,-84.35,281.05,-37.3,13.34
-47.34,-400.62,2843.33,-155.2,162.45,-58.8,250.94,-26.44,9.46
-54.71,-426.4,3061.27,-167.44,167.24,-41.29,233.33,-18.84,6.61
-59.03,-445.45,3270.31,-174.85,165.43,-30.12,222.84,-13.59,3.32
-61.77,-458.22,3483.02,-179.78,159.37,-22.61,218.14,-9.85,-0.16
-68.49,-455.3,3698.97,-177.36,148.59,-13.61,224.63,-5.4,-2.97
-70.77,-433.39,3942.91,-166.35,142.76,-1.84,231.4,0.25,-6
-72.37,-393.38,4162.98,-147.09,140.71,13.51,237.58,7.22,-6.04
-70.46,-334.66,4401.43,-119.55,148.13,31.64,244,15.45,-2.48
-67.8,-251.06,4600.21,-81.33,163.32,51.63,240.84,24.35,4.05
-60.26,-136.48,4687.12,-30.51,173.35,74.76,208.03,34.32,8.98
-51.83,-3.92,4787.5,26.68,189.08,99.15,169.57,44.36,12.84
-28.77,72.91,4820.36,57.99,202.25,107.96,119.1,47.13,14.1
43.2,46.88,4653.06,46.8,195.65,82.4,40.74,35.35,10.1
64.97,-58.75,4553.75,1.82,192.6,22.38,-23.23,9.3,5.27
70.14,-178.61,4406.49,-51.67,184.76,-46.73,-86.16,-20.64,-1.06
72.86,-293.59,4260.98,-104.89,180.29,-95.04,-120.14,-42.03,-4.72
71.4,-382.64,4016.39,-147.5,169.71,-109.2,-140.59,-49.42,-5.67
70.69,-447.02,3715.2,-179.77,156.41,-98.44,-191.25,-46.06,-8.02
69.03,-479.03,3433.47,-197.02,145.64,-76.31,-234.44,-36.94,-9.51
68.23,-492.46,3194.21,-206.79,140.65,-50.71,-257.76,-25.91,-9.67
68.89,-480.46,2950.39,-202.78,139.13,-25.72,-252.28,-14.48,-7.06
69.46,-430.76,2497.29,-182.95,121.47,1.27,-279.85,-2.03,-7.04
69.83,-355.36,2153.56,-153.9,114.69,28.95,-314.73,10.13,-7.54
67.74,-264.63,1763.05,-121.06,100.57,56.11,-356.2,21.15,-9.93
63.09,-185.62,1453.33,-96.74,90.91,73.67,-364.36,26.53,-11.25
61.4,-133.85,1206.64,-80.61,80.17,74.5,-320.77,25.32,-10.19
56.06,-99.58,1010.71,-69.51,70.14,62.39,-277.77,20.05,-10.54
52.26,-77.12,849.71,-56.34,60.18,44.21,-221.23,14.77,-9.77
47.49,-61.37,693.8,-38.52,49.72,28.51,-182.5,13.14,-9.89
43.11,-66.02,572.48,-35.28,42.28,15.24,-153.92,11.2,-9.31
38.46,-84.32,442.9,-42.78,32.38,1.86,-137.13,6.45,-9.06
34.51,-119.39,346.99,-57.2,24.08,-13.24,-121.92,-1.65,-8.71
31.29,-163.91,271.72,-75.09,17.41,-28.55,-103.67,-10.64,-8.07
27.74,-200.72,150.58,-92.04,5.7,-37.82,-98.63,-15.8,-8.64
28.23,-227.93,52.29,-103.57,-4.44,-39.98,-95.33,-16.94,-9.08
24.77,-250.77,-72.13,-114.64,-17.06,-35.98,-103.8,-15.71,-10.34
20.34,-282.99,-147.11,-129.02,-24.98,-32.29,-104.53,-14.49,-10.73
17.94,-315.12,-202.22,-141.35,-31.57,-32.05,-89.37,-13.92,-9.52
15.77,-337.34,-248.78,-151.54,-36.77,-32.2,-72.4,-13.87,-7.96
12.91,-345.75,-289.69,-153.47,-40.59,-28.51,-53.07,-11.7,-5.96
10.94,-346.42,-329.02,-153.63,-44.07,-20,-44.67,-7.87,-4.81
9.43,-346.53,-355.94,-154,-46.12,-11.59,-38.42,-4.53,-3.74
7.83,-346.24,-384.89,-154.11,-48.4,-6.44,-33.57,-2.42,-2.98
6.83,-345.21,-404.92,-153.61,-50.33,-4.65,-28.44,-1.99,-2.49
6,-345.58,-413.86,-153.68,-51.17,-4.66,-21.81,-1.95,-1.97
2.46,-348.75,-418.98,-153.7,-51.61,-5.45,-15.67,-1.91,-1.52
-8.29,-358.09,-410.9,-157.73,-50.55,-7.78,-7.07,-2.74,-0.74
-15.34,-372.33,-338.38,-163.97,-42.83,-11.57,12.84,-4.44,1.35
-20.97,-413.04,-243.42,-182.68,-32.2,-20.43,41.13,-8.69,4.43
-23.49,-461.5,-117.79,-205.63,-22.2,-32.19,75.82,-14.6,7.47
-28.57,-512.82,-0.46,-229.77,-14.31,-43.51,102.98,-20.14,9.07
-32.57,-566.13,143.19,-255.43,-4.75,-51.92,119.62,-24.41,9.18
-34.89,-615.96,343.89,-278.34,10.88,-53.85,142.95,-25.39,10.16
-36.11,-662.82,578.48,-300.59,26.04,-53.12,173.68,-25.04,12.02
-36.4,-704.95,819.42,-321.38,42.35,-50.48,208.29,-23.97,14.32
-37.97,-736.04,1053.02,-337.16,54.76,-45.17,231.2,-21.75,15.02
-42.31,-762.63,1293.22,-350.1,69.98,-38.91,239.94,-19.1,14.73
-44.54,-789.3,1607.48,-363.36,83.31,-33.3,256.81,-16.52,14.31
-45.46,-829.88,2022.39,-384.76,92.89,-32.55,300.82,-16.4,13.12
-45.8,-856.98,2381.26,-399.02,107.94,-33.17,344.61,-16.95,13.14
-46.57,-876.19,2729.36,-410.15,120.65,-31.74,371.98,-16.7,12.86
-47.46,-889.65,3028.83,-417.72,135.89,-26.94,363.65,-14.54,13.61
-48.03,-894.2,3211.04,-419.85,142.06,-18.33,312.33,-10,13.01
-46.74,-893.5,3360.2,-419.18,147.09,-11.26,254.8,-6.09,10.4
-46.77,-887.57,3492.27,-415.33,149.59,-4.75,197.38,-2.25,7.38
-46.37,-872.23,3672.26,-406.48,156.44,2.15,169.18,1.68,5.37
-46.11,-854.7,3940.5,-396.21,166.93,8.14,190.22,5.03,6.46
-45.43,-840.65,4305.96,-388.06,181.17,12.09,248.01,7.23,9.14
-45.17,-829.92,4670.67,-381.77,191.77,13.01,314.22,7.7,11.54
-44.14,-808.59,4950.66,-369.79,208.74,13.61,345.09,7.97,13.63
-42.77,-779.53,5124.79,-353.2,218.48,16.72,318.84,9.66,13.81
-41.2,-743.33,5277.36,-333.31,230.45,23.08,258.12,13.09,13.31
-38.26,-698.43,5391.34,-308.28,240.79,31.53,195.91,17.7,12.81
-35.74,-653.24,5469.98,-284.26,248.42,38.04,150.14,21.04,11.04
-30.49,-634.21,5915.53,-273.59,270.59,37.08,197.7,20.35,13.14
-24.71,-632.21,6144.9,-271.68,269.38,27.78,247.08,15.38,11.73
-20.94,-623.45,6160.28,-267.11,271.68,16.31,243.31,9.12,9.28
-17.09,-607.33,6072.38,-258.18,271.32,9.53,167.62,5.52,5.72
-10.71,-574.9,5933.83,-240.86,269.51,13.71,19.21,7.6,1.02
-9.74,-525.41,5800.09,-215.91,267.34,25.7,-68.99,13.55,0.42
-10.4,-471.61,5723.44,-189.12,268.09,38.2,-92.27,19.68,-0.07
-10.6,-420.7,5760.19,-163.87,274.16,47.47,-61.34,23.97,1.48
-7.91,-387.36,5997.5,-147.64,289.15,47.96,30.99,23.87,5.68
-1.54,-374.13,6211.79,-141.24,302.32,38.78,132.43,19.16,10.21
2.83,-364.23,6226.92,-136.18,305.05,26.32,169.1,12.97,11.35
10.83,-363.11,5995.24,-135.86,295.78,14.06,93.51,6.89,7.08
26.83,-377.83,5697.47,-142.68,282.13,3.25,-58.3,1.68,-0.9
42.8,-403.77,5229.42,-155.44,257.77,-7.07,-226.82,-3.35,-10.07
48.94,-442.53,4746.38,-174.68,233.57,-19.57,-351.24,-9.55,-17.02
52.8,-484.25,4252.42,-195.35,207.1,-30.64,-423.58,-15.04,-21.58
58.2,-513.28,3868.34,-209.87,186.92,-35.21,-444.83,-17.43,-23.17
59.63,-519.1,3440.33,-212.84,168.25,-30.33,-428.27,-15.06,-21.69
61.14,-497.26,3013.04,-202.31,157.52,-14.71,-411.83,-7.38,-18.28
59.03,-467.48,2675.35,-188.01,149.32,4.63,-386.14,2.09,-13.72
59.83,-428.89,2321.73,-170.2,134.84,21.69,-372.24,10.27,-11.58
59.51,-382.69,1980.79,-148.87,119.43,33.76,-348.61,15.86,-11.34
58.97,-339.8,1650.56,-129.44,101.52,39.62,-330.61,18.34,-13.55
59.26,-295.67,1299.03,-110,85.25,42.94,-332.12,19.54,-15.56
57.63,-246.48,907.05,-88.3,59.51,44.87,-341.97,20.13,-17.96
55.51,-187.75,576.93,-62.22,38.18,48.02,-347.11,21.31,-19.99
53.74,-129.12,296.94,-36.82,25.28,52.61,-336.02,23.16,-19.56
51.37,-89.68,96.93,-21.02,16.19,52.55,-295.47,22.78,-16.9
48.03,-74.63,-65.11,-15.03,6.92,43.67,-237.22,18.55,-12.42
45.03,-67.08,-188.56,-13.4,-0.29,28.86,-184.66,11.62,-9.26
41.4,-56.45,-292.22,-8.69,-7.41,15.78,-142.16,5.95,-7.94
37.29,-51.6,-382.74,-7.04,-14.41,8.09,-114.78,2.86,-7.33
34.2,-56.46,-454.23,-8.71,-18.45,3.49,-93.69,1.19,-6.28
30.89,-66.74,-525.35,-13.51,-22.94,-1.96,-80.31,-0.87,-5.45
27.6,-83.74,-577.35,-21.15,-26.26,-9.32,-68.31,-4.1,-4.46
24.17,-108.19,-609.65,-32.49,-29.05,-16.71,-54.96,-7.42,-3.56
21.91,-137.37,-644.42,-45.49,-32.49,-23.28,-43.94,-10.45,-3.29
19.11,-158.57,-701.17,-54.87,-38.4,-26.97,-39.53,-12.01,-3.6
17.17,-175.64,-732.42,-63.03,-41.62,-26.91,-38.01,-12.02,-3.91
14.49,-190.18,-778.58,-69.93,-46.47,-23.94,-40.61,-10.73,-4.32
12.4,-217.01,-786.33,-83.17,-47.17,-23.01,-34.28,-10.61,-3.69
10.46,-237.48,-806.98,-93.45,-48.6,-24.03,-24.79,-11.37,-2.55
9.66,-251.24,-830.74,-101.64,-50.22,-24.16,-20.81,-11.8,-1.89
7.97,-251.76,-847.83,-103.04,-51.74,-20.24,-16.68,-10.27,-1.33
5.63,-246.71,-866.46,-101.71,-53.59,-12.02,-18.64,-6.52,-1.58
3.91,-242.45,-874.07,-100.37,-53.6,-5.32,-15.66,-3.29,-1.33
2.46,-235.94,-879.31,-97.52,-53.86,-0.88,-11.16,-0.85,-0.93
1.37,-233.45,-884.56,-96.38,-54.26,-0.2,-7.6,-0.21,-0.56
-1.66,-235.95,-870.42,-97.8,-52.55,-1.93,-0.93,-0.8,0.1
-7.83,-239.34,-859.29,-99.7,-51.18,-4.39,4.65,-1.88,0.56
-14.51,-245.68,-841.6,-102.7,-50.43,-7.59,10.83,-3.37,0.93
-19.54,-254.68,-786.44,-107.21,-45.93,-10.3,23.3,-4.67,1.82
-23.09,-273.29,-702.97,-116.36,-39.86,-14.13,41.71,-6.5,3.01
-27.57,-304.31,-623.77,-131.56,-33.35,-20.95,62.11,-9.81,4.58
-31.23,-338.29,-503.92,-147.78,-24.46,-28.76,85.22,-13.56,6.43
-36.06,-371.94,-371,-164.17,-14.18,-35.31,104.69,-16.69,7.89
-40.29,-383.63,-281.07,-169.84,-5.71,-34.19,111.53,-16.13,8.75
-45.11,-381.32,-157.29,-168.49,8.05,-25.05,117.46,-11.69,10.16
-48.74,-375.38,-23.92,-164.94,21.67,-12.94,119.13,-5.78,11.44
-51,-383.07,169.08,-168.26,39.22,-5.27,135.44,-1.99,13.41
-52.06,-403.41,409.88,-178.21,52.76,-7.31,172.77,-3.06,14.83
-53.09,-420.74,668.8,-185.95,70.92,-13.38,211.15,-6.04,15.74
-52.97,-422.92,928.94,-186.19,92.07,-15.69,244,-7.13,17.38
-51.74,-392.31,994.55,-170.55,98.16,-6.02,221.39,-2.28,15.92
-52,-353.53,1028.75,-150.83,103.43,10.82,161.5,6.08,13.13
-51.97,-335.06,1131.59,-140.96,112.14,22.31,108.25,11.71,9.71
-50.89,-326.07,1281.83,-135.97,118.48,23.57,90.46,12.29,7.05
-48.86,-313.02,1432.52,-128.74,122.5,17.27,119.63,9.23,6.78
-46.49,-295.18,1611.41,-119.71,133.05,12.69,154.03,6.89,7.4
-44.57,-270.19,1799.73,-107.11,143.57,15.02,174.74,7.91,8.23
-44.54,-238.64,1997.57,-91.11,155.11,20.87,188.85,10.72,9.98
-43.6,-202.69,2182.18,-73.03,163.97,27,198.38,13.67,11.1
-41.03,-165.86,2398.09,-55.56,178.15,32.11,206.27,16.01,11.72
-40.14,-123.98,2600.51,-35.24,189.48,36.24,211.75,17.81,12.21
-39.34,-85.48,2771.49,-16.53,195.02,38.44,209,18.69,11.31
-36.03,-40.29,2962.03,4.49,206.1,40.67,206.55,19.5,10.95
-33.51,6.99,2983.67,26.69,206.45,43.31,167.25,20.62,8.21
-30.94,53.05,2974.18,47.88,207.08,45.26,110.46,21.25,5.59
-28.11,93.27,3018.73,65.87,211.12,45.93,65.5,21.24,4.27
-24.23,126.74,3140.91,80.58,219.52,43.11,54.36,19.66,4.13
-21.34,159.57,3253.43,94.81,227.72,39.19,86,17.53,6.51
-19.29,188.61,3322.96,107.58,233.13,35.25,108.94,15.57,7.91
-16.6,222.63,3391.44,122.11,238.44,33.78,108.78,14.77,7.9
-11.97,253.51,3452.85,134.75,244.75,33.57,92.49,14.48,7.22
-0.69,268.89,3484.46,141.34,248.66,30.45,75.71,13.02,6.47
17.2,250.55,3374.86,133.59,241.96,19.24,36.28,8.18,3.93
24.03,223.76,3192.93,121.85,230.17,2.23,-31.04,0.93,-0.79
28.8,181.95,2954.73,103.85,215.85,-16.53,-112.7,-7.03,-6.51
31.46,109.68,2771.27,72.85,202.97,-36.47,-169.13,-15.6,-10.66
32.94,37.46,2626.57,41.43,189.23,-51.92,-176.87,-22.3,-12.2
40.34,-50.34,2561.3,1.42,179.5,-67.34,-144.65,-29.37,-11.76
47.17,-137.51,2506.8,-39.13,170.96,-78.19,-96.41,-34.88,-10.32
51.91,-217.64,2438.62,-77.29,163.03,-81.51,-64.55,-37.34,-8.84
54.6,-280.59,2247.66,-107.95,148.92,-79.14,-74.37,-37.12,-8.77
55.34,-323.19,2033.45,-128.87,138.51,-67.9,-118.24,-32.42,-9.5
55.03,-360.83,1843.25,-147.49,129.97,-54.43,-160.55,-26.4,-9.79
57.46,-379.7,1627.48,-157.8,122.19,-39.79,-190.63,-19.7,-9.24
57.14,-382.43,1388.64,-160.08,107.79,-25.48,-201.03,-13.01,-9.06
59.74,-359.31,1072.91,-149.94,86.5,-8.91,-226.93,-5.2,-11.87
60.97,-307.35,780.16,-125.99,75.39,13.21,-258.24,5.35,-13.78
62.09,-242.89,438.43,-96.87,60.39,35.39,-289.7,15.87,-14.94
60.89,-157.73,155.24,-57.61,42.01,57.21,-302.04,26.12,-15.14
59.66,-53.1,-10.62,-11.15,34.07,76.98,-271.85,34.98,-13.23
57.46,62.95,-192.21,38.75,23.02,94.01,-232.67,41.99,-12.55
52.31,149.19,-374.74,74.61,10.51,101.67,-191.22,44.48,-11.35
46.14,179.79,-517.61,85.98,1.25,89.07,-165.33,37.9,-10.02
38.43,166.86,-643.09,79.53,-7.95,57.03,-153.89,23.46,-10.13
25,129.61,-759.36,62.91,-18.11,16.32,-135.58,5.86,-9.67
24.54,94.54,-906.49,47.54,-32.01,-14.97,-126.27,-7.3,-10.07
24.17,79.37,-1065.21,40.16,-47.5,-26.63,-132.04,-12.07,-11.83
23.37,68.75,-1193.05,34.94,-60.05,-24.24,-137.22,-11.03,-13.09
21.2,51.51,-1320.93,26.53,-72.82,-18.06,-138.09,-8.5,-13.53
19.63,13,-1382.18,9.34,-79.18,-19.22,-118.24,-9.08,-11.79
17.57,-31.75,-1414.64,-10.63,-83.26,-28.23,-86.63,-12.93,-8.92
15.29,-67.99,-1439.84,-26.94,-86.08,-36.44,-56.73,-16.45,-6.13
12.34,-87.64,-1465.09,-35.54,-88.8,-37.04,-32.68,-16.55,-3.77
10.66,-101.23,-1482.28,-41.97,-89.94,-29.87,-23.19,-13.4,-2.6
9.2,-115.08,-1493.94,-48.71,-90.97,-21.73,-18.27,-9.89,-1.83
7.49,-126.96,-1498.21,-54.34,-91.29,-16.58,-12.77,-7.69,-1.17
6.34,-136.86,-1493.83,-58.73,-90.02,-14.77,-5.61,-6.89,-0.29
5.34,-145.76,-1481.14,-63.21,-88.34,-13.75,1.91,-6.39,0.49
6.57,-151.47,-1493.62,-65.74,-89.56,-12.12,3.39,-5.54,0.65
7.4,-152.97,-1528.45,-66.52,-93.31,-9.87,-4.51,-4.48,-0.3
5.43,-159.37,-1583.49,-69.31,-98.67,-8.61,-21.29,-3.87,-2.19
1.03,-177.62,-1623.58,-78.2,-102.89,-10.71,-36.28,-4.83,-3.8
0.09,-185.17,-1634.62,-81.98,-103.97,-12.9,-36.69,-5.95,-3.84
0.2,-183.75,-1638.82,-81.88,-103.65,-12.59,-26.26,-5.94,-2.61
-0.31,-173.6,-1638.52,-77.17,-103.33,-7.46,-11.64,-3.59,-1.03
-0.94,-166.37,-1627.77,-73.67,-101.95,-0.69,-0.35,-0.3,0.23
-0.77,-157.25,-1618.19,-69.53,-100.74,3.17,5.25,1.61,0.79
-0.54,-150.72,-1610.83,-66.65,-99.78,4.07,8.43,2.1,1
-0.4,-146.82,-1591.34,-65.05,-97.47,2.73,11.83,1.41,1.34
-0.09,-143.38,-1581.25,-63.36,-96.21,1.43,12.59,0.79,1.42
-0.11,-139.08,-1576.86,-61.5,-95.59,0.13,11.73,0.21,1.32
-0.26,-127.25,-1589.77,-56.16,-96.9,1.22,6.05,0.72,0.68
-1.54,-123.4,-1607.72,-54.27,-97.46,2.06,-3.88,1.15,-0.17
1.49,-121.17,-1616.19,-53.35,-97.96,1.8,-9.96,1.01,-0.65
6.74,-121.88,-1638.88,-54.18,-100.31,-0.13,-15.05,0.04,-1.18
5.11,-114.94,-1673.84,-50.9,-104.12,-1.51,-20.02,-0.63,-1.86
-0.89,-96.16,-1703.91,-42.28,-106.74,2.05,-25.17,0.99,-2.61
-5.2,-75.86,-1693.37,-32.97,-104.6,7.83,-22.22,3.69,-2.12
-5.03,-57.96,-1675.92,-24.45,-101.64,13.24,-9.81,6.3,-0.48
-2.63,-47.3,-1655.85,-19.79,-99.06,14.39,5.72,6.75,1.34
0.14,-40.68,-1641.75,-16.79,-97.34,11.55,15.29,5.38,2.24
1,-37.42,-1655.73,-15.63,-98.84,7.55,9.87,3.4,1.38
0.54,-40.96,-1663.13,-16.39,-99.6,2.95,1.4,1.37,0.23
-4.37,-39.84,-1688.65,-15.93,-102.43,0.33,-9.91,0.28,-1.11
-6.77,-46.89,-1707.59,-19.45,-104.52,-2.41,-17.71,-1,-2.01
-8.51,-51.87,-1716.95,-21.81,-104.87,-4.24,-17.95,-1.91,-1.91
-9.94,-50.19,-1711.26,-20.73,-103.99,-3.66,-13.7,-1.76,-1.33
-12.94,-38.44,-1707.85,-15.21,-103.49,-0.54,-5.35,-0.24,-0.35
-15.66,-21.55,-1689.94,-7.4,-101.37,6.03,3.46,2.87,0.59
-16.63,-0.01,-1672.89,2.48,-98.72,12.99,10.13,6.05,1.34
-16.43,22.68,-1642.2,13.14,-95.02,18.31,16.65,8.47,2.14
-16.63,36.98,-1608.14,19.73,-91.09,19.56,24.21,9.04,3.01
-18.43,46.3,-1568.72,24.33,-87.26,17.45,30.39,8.13,3.5
-18.66,41.61,-1515.47,22.71,-82.75,10.95,38.71,5.26,3.91
-19.2,26.34,-1480.72,16.02,-79.21,1.5,41.65,0.99,3.95
-20.06,-9.86,-1442.82,0.02,-75.72,-11.06,42.16,-4.66,3.85
-20.46,-39.21,-1364.29,-12.95,-69.91,-21.99,48.66,-9.63,4.17
-20.6,-69.87,-1254.1,-26.92,-59.97,-28.65,64.67,-12.75,5.5
-21,-100.94,-1114.92,-41.29,-48.3,-31.32,93.13,-14.11,7.8
-20.69,-136.56,-971.83,-57.66,-39.48,-31.43,120.67,-14.35,9.49
-20.71,-188.25,-865.48,-82.13,-36.09,-36.48,130.02,-16.93,8.93
