0.48848,0.45455,0.45455,0.46424,0,0,0,0,1907.7
0.48848,0.45212,0.45455,0.46667,0,-0.118,0,0.118,1907.7
0.47879,0.44483,0.4497,0.46586,-0.34,-0.37021,-0.17,0.039061,1907.7
0.47383,0.44113,0.45092,0.45693,-0.41611,-0.37795,-0.066729,-0.27774,1907.7
0.47085,0.43791,0.45166,0.45844,-0.38164,-0.36635,-0.021175,-0.10025,1907.7
0.46887,0.43576,0.45214,0.45944,-0.33519,-0.33422,-0.0014624,-0.021982,1907.7
0.46673,0.43278,0.45179,0.45943,-0.30859,-0.33039,-0.0096476,-0.015191,1907.7
0.46131,0.42288,0.45152,0.45943,-0.36482,-0.45677,-0.013108,-0.011574,1907.7
0.46049,0.42079,0.45132,0.45998,-0.30206,-0.3944,-0.014209,0.0013422,1907.8
0.45933,0.41806,0.45115,0.45992,-0.25827,-0.36041,-0.014348,0.00012942,1907.8
0.45838,0.41732,0.45057,0.45987,-0.22147,-0.29673,-0.01924,-0.00057179,1907.8
0.45716,0.41717,0.45009,0.45983,-0.19947,-0.23299,-0.022232,-0.00099329,1907.8
0.45612,0.41663,0.44967,0.45979,-0.17988,-0.19083,-0.023875,-0.0012421,1907.8
0.45486,0.41656,0.44896,0.4587,-0.16842,-0.15071,-0.027752,-0.011416,1907.8
0.45341,0.41507,0.44835,0.45808,-0.16607,-0.15212,-0.031203,-0.017068,1907.8
0.45179,0.41342,0.44749,0.45722,-0.16671,-0.15599,-0.036412,-0.024442,1907.8
0.45036,0.41196,0.44673,0.45676,-0.16486,-0.1558,-0.040184,-0.026851,1907.8
0.44877,0.41034,0.44604,0.45492,-0.16532,-0.15794,-0.042845,-0.042204,1907.9
0.44733,0.40858,0.44543,0.45462,-0.164,-0.16132,-0.044596,-0.041169,1907.9
0.44575,0.40699,0.44462,0.45409,-0.16414,-0.16193,-0.04763,-0.042462,1907.9
0.44431,0.40638,0.44413,0.45361,-0.16206,-0.15181,-0.047619,-0.0428,1907.9
0.44327,0.40503,0.44368,0.4527,-0.15677,-0.14902,-0.047158,-0.046017,1907.9
0.4418,0.40353,0.44304,0.45232,-0.15516,-0.14808,-0.047926,-0.045194,1907.9
0.44044,0.4024,0.44223,0.45197,-0.15297,-0.14437,-0.049593,-0.044269,1907.9
0.43919,0.40136,0.4417,0.45144,-0.15028,-0.14035,-0.049575,-0.044603,1907.9
0.43803,0.4004,0.4412,0.44969,-0.14723,-0.13615,-0.049349,-0.051979,1907.9
0.43673,0.39883,0.44054,0.44927,-0.14624,-0.13804,-0.050302,-0.051336,1907.9
0.43528,0.39712,0.43972,0.44888,-0.14669,-0.14123,-0.052163,-0.050676,1908
0.43191,0.39529,0.43915,0.44833,-0.1596,-0.14505,-0.052592,-0.051157,1908
0.43069,0.39356,0.43862,0.44743,-0.15738,-0.14765,-0.052763,-0.05362,1908
0.42932,0.39192,0.43811,0.44696,-0.1565,-0.14943,-0.052781,-0.053428,1908
0.42805,0.39016,0.43746,0.4456,-0.15515,-0.15193,-0.053505,-0.058298,1908
0.42663,0.38827,0.43685,0.44521,-0.15415,-0.15411,-0.053802,-0.057187,1908
0.4253,0.38691,0.43627,0.44431,-0.1523,-0.15235,-0.053794,-0.058588,1908
0.42404,0.38541,0.43572,0.44398,-0.15025,-0.15156,-0.053686,-0.057115,1908
0.42286,0.3842,0.4352,0.44316,-0.14781,-0.1491,-0.05343,-0.058011,1908
0.42154,0.38265,0.43471,0.44271,-0.1464,-0.14882,-0.053143,-0.057184,1908
0.42029,0.38138,0.43408,0.44196,-0.14465,-0.14703,-0.053299,-0.057746,1908.1
0.41871,0.37937,0.43348,0.44157,-0.14536,-0.14991,-0.053524,-0.056868,1908.1
0.41739,0.37826,0.43276,0.44104,-0.14501,-0.1482,-0.054324,-0.056825,1908.1
0.41615,0.376,0.43222,0.44054,-0.14433,-0.15295,-0.054416,-0.056659,1908.1
0.41477,0.37402,0.43155,0.44006,-0.14437,-0.15605,-0.054945,-0.056397,1908.1
0.41346,0.37231,0.43091,0.43945,-0.14411,-0.15738,-0.055359,-0.056712,1908.1
0.41202,0.37048,0.4303,0.43887,-0.1445,-0.15936,-0.05567,-0.056905,1908.1
0.41045,0.36852,0.42971,0.43846,-0.14495,-0.16118,-0.055748,-0.056274,1908.1
0.40913,0.36705,0.42914,0.43807,-0.14397,-0.15986,-0.055634,-0.055513,1908.1
0.40579,0.36544,0.4286,0.43756,-0.15063,-0.15924,-0.055462,-0.055212,1908.1
0.40442,0.36351,0.42808,0.43707,-0.14952,-0.1602,-0.055245,-0.054868,1908.2
