1,2,3,4,d1,d2,d3,d4,time
0.4552941176470588,0.4458823529411765,0.4364705882352941,0.46,0.0,0.0,0.0,0.0,978.498783
0.4505882352941176,0.4411764705882353,0.4364705882352941,0.4576470588235294,-0.2290257962970318,-0.2290257962970291,0.0,-0.1145128981485159,978.509057
0.4426960401048613,0.4459117877017891,0.4301960784313725,0.4584338292873923,-0.4437454417997915,0.05824807649278946,-0.1922970806654208,-0.04223344641121371,978.519933
0.4435103675675066,0.4411265871009325,0.4317867474858796,0.4611896035112263,-0.2338913968076524,-0.1591823681366892,-0.07113334138877446,0.05313220462215716,978.530686
0.4382325584556455,0.438236115983656,0.4298692981434244,0.4599962710977817,-0.3330702498178564,-0.202753820537035,-0.1061583218610033,0.004159786633746415,978.541521
0.4346691065939693,0.4363088064077135,0.4285896996627476,0.4584047638743267,-0.3481021890129243,-0.203259593887442,-0.1141486259423781,-0.04123063319745734,978.550951
0.4321133670541044,0.4349354522468933,0.4290545495841373,0.4593237894551934,-0.3276093795932181,-0.1893237410788576,-0.07848414984718068,-0.008189712922269464,978.560434
0.4301970070846153,0.4339089930535415,0.4281963106160109,0.458205763286994,-0.2996255201614758,-0.1727779117442355,-0.08087314942820745,-0.03186476879354946,978.569961
0.429267747546245,0.4331137213866781,0.4280664097187157,0.4562586034677851,-0.2589025847214594,-0.1566602290180882,-0.06927922222540533,-0.06593156519130265,978.579432
0.4280282738282005,0.4319875299492803,0.4289286750563908,0.4556678951543381,-0.2333734588351953,-0.1503441703731464,-0.04416810578753648,-0.06523778810299623,978.588916
0.4288504860909562,0.4310658502463298,0.4283121266255984,0.4547399285504867,-0.1738463675622972,-0.1425056646893784,-0.04745222070152492,-0.0705059969581691,978.598378
0.4278485560380905,0.4315418900685164,0.4269865559119306,0.453965864880741,-0.1579228561231196,-0.1170247808187378,-0.05829189737146903,-0.07094091090429287,978.608902
0.4273927894354467,0.4304115405523005,0.4266134845510902,0.4529296561026135,-0.1370312693373417,-0.115332510880119,-0.05520349887185552,-0.07411951380991472,978.61966
0.4237449608532007,0.4301560768985773,0.4252381698767096,0.4527520958683733,-0.1712385685429669,-0.1038364675221144,-0.06377306925165259,-0.06753724088773226,978.630441
0.4243432623864858,0.4292676644915795,0.4247006221964318,0.4516019327611625,-0.132096357930376,-0.1011741559096506,-0.06216182958452662,-0.07172266262064829,978.64128
0.4238749159353487,0.4288037833557202,0.4239174607141509,0.4512188150173672,-0.1162184568233325,-0.09470296627397835,-0.06321335218157607,-0.06802447184559135,978.652109
0.4240843499116084,0.4283956023079535,0.4232245498955577,0.4502879832027154,-0.0939396163897661,-0.08864937582390528,-0.06325346418083712,-0.06969781576401592,978.662997
0.4233945491429788,0.4271885846941972,0.422325312177721,0.449173054037588,-0.09063360409567446,-0.09264931557759745,-0.06604350177793837,-0.074030343902934,978.672417
0.423333192063202,0.4260975911752384,0.4204361916893385,0.4478956397550549,-0.0788171663584877,-0.09484527394106908,-0.07709518789419835,-0.07929733898628853,978.681856
0.4227545237698045,0.4248472324454028,0.4197533379901259,0.4469963372742196,-0.07648094792034668,-0.09821087879886346,-0.0766828064670705,-0.08064254660227721,978.691295
0.422231808642074,0.4244611851117107,0.4188835222454921,0.4459274399051855,-0.07393398240008096,-0.09330969181085129,-0.07790290973147303,-0.08319075502070565,978.700762
0.4217575875788984,0.4233887332989669,0.4180902069795814,0.4451931552703038,-0.07132818684250596,-0.09497435705122914,-0.07834769252056936,-0.08276460784009688,978.710229
0.4213256437343171,0.4226354873509806,0.4171298351909722,0.4442872741430758,-0.06874128136438931,-0.09377359753646122,-0.07999032747259428,-0.08368992851771108,978.719681
