1861.7,-0.50751
1924.8,-0.52471
1898.8,-0.51793
1913.6,-0.52156
1904.4,-0.51885
1910.5,-0.52035
1906.8,-0.51874
1909.3,-0.51914
1908.2,-0.51858
1909.1,-0.51899
1908.9,-0.51924
1908.6,-0.51879
1908.3,-0.51902
1908.1,-0.51915
1907.8,-0.51832
1907.7,-0.51816
1907.5,-0.51834
1907.4,-0.51893
1907.3,-0.51926
1907.3,-0.51955
1907.3,-0.52017
1907.3,-0.52017
1907.4,-0.52021
1907.5,-0.5202
1907.7,-0.51989
1907.9,-0.51965
1908.1,-0.5194
1908.4,-0.51977
1908.7,-0.52035
1909,-0.52015
1909,-0.52008
1908.7,-0.52042
1908.4,-0.51939
1908.2,-0.51855
1908,-0.51854
1907.8,-0.51844
1907.7,-0.51841
1907.5,-0.51863
1907.5,-0.51869
1907.5,-0.51862
1907.5,-0.51841
1907.5,-0.51859
1907.7,-0.51776
1907.8,-0.51824
1908,-0.51852
1908.2,-0.51905
1908.5,-0.52011
1908.7,-0.52062
1909,-0.52165
1909.3,-0.52125
1909.1,-0.51962
1908.8,-0.51899
1908.6,-0.51817
1908.3,-0.51759
1908.1,-0.51624
1907.9,-0.51438
1907.8,-0.51417
1907.7,-0.51386
1907.7,-0.51495
1907.7,-0.51654
1907.7,-0.51758
1907.8,-0.51974
1907.9,-0.52062
1908.1,-0.52126
1908.3,-0.52156
1908.5,-0.52145
1908.8,-0.52071
1909.1,-0.51915
1909.4,-0.51772
1909.5,-0.51758
1909.2,-0.51668
1908.9,-0.51603
1908.7,-0.51553
1908.4,-0.51473
1908.2,-0.51416
1908.1,-0.51291
1908,-0.51187
1907.9,-0.5109
1907.9,-0.51023
1907.9,-0.5102
1907.9,-0.50993
1908,-0.50994
1908.2,-0.50999
1908.3,-0.51006
1908.6,-0.51104
1908.8,-0.51213
1909.1,-0.51249
1909.4,-0.51391
1909.7,-0.51512
1909.6,-0.51735
1909.3,-0.51918
1909,-0.52464
1908.8,-0.52935
1908.6,-0.53531
1908.4,-0.54428
1908.3,-0.55733
1908.2,-0.57305
1908.1,-0.59802
1908.1,-0.61474
1908.1,-0.62879
1908.2,-0.64498
1908.3,-0.65868
1908.4,-0.67478
1908.6,-0.69868
1908.8,-0.71448
1909.1,-0.72951
1909.4,-0.73945
1909.7,-0.75012
1910,-0.76904
1909.7,-0.79108
1909.4,-0.80298
1909.1,-0.81701
1908.9,-0.82983
1908.7,-0.83788
1908.5,-0.85474
1908.4,-0.85435
1908.3,-0.88736
1908.3,-0.87831
1908.3,-0.88572
1908.3,-0.8875
1908.4,-0.87984
1908.5,-0.88622
1908.7,-0.88327
1908.9,-0.88157
1909.1,-0.89256
1909.4,-0.8921
1909.7,-0.89039
1910,-0.89746
1910.1,-0.89429
1909.8,-0.90191
1909.5,-0.89821
1909.3,-0.8918
1909,-0.89293
1908.8,-0.89637
1908.7,-0.89051
1908.6,-0.88508
1908.5,-0.87956
1908.5,-0.88503
1908.5,-0.88912
1908.6,-0.88302
1908.7,-0.87995
1908.8,-0.89315
1909,-0.88941
1909.2,-0.88571
1909.5,-0.88444
1909.7,-0.87351
1910,-0.87144
1910.4,-0.87574
1910.2,-0.86632
1909.9,-0.87803
1909.6,-0.88831
1909.4,-0.88292
1909.2,-0.89428
1909,-0.88102
1908.9,-0.8825
1908.8,-0.889
1908.7,-0.88962
1908.7,-0.87646
1908.7,-0.89305
1908.8,-0.881
1908.9,-0.8735
1909.1,-0.88816
1909.3,-0.8965
1909.5,-0.89936
1909.8,-0.89756
1910.1,-0.90714
1910.4,-0.90259
1910.6,-0.90265
1910.3,-0.90507
1910,-0.90177
1909.7,-0.89494
1909.5,-0.88495
1909.3,-0.88563
1909.1,-0.87997
1909,-0.87295
1908.9,-0.87962
1908.9,-0.87915
1908.9,-0.88424
1909,-0.8772
1909.1,-0.88202
1909.2,-0.87202
1909.4,-0.87166
1909.6,-0.85611
1909.8,-0.85172
1910.1,-0.85295
1910.4,-0.85131
1910.7,-0.84728
1910.7,-0.84511
1910.4,-0.84379
1910.1,-0.84569
1909.8,-0.83906
1909.6,-0.83608
1909.4,-0.83572
1909.3,-0.83517
1909.2,-0.83534
1909.1,-0.83257
1909.1,-0.8293
1909.1,-0.82729
