0.0040475,1132.5
0.0013088,2350.7
0.00088386,2067
0.00077372,2220.2
-0.00035508,2125.4
0.00060078,2186.2
-0.0014189,2147.6
-0.0029422,2171.2
-0.0012332,2157.7
-0.00073802,2164.7
0.00058449,2161.7
-0.0027764,2161.7
-0.0033962,2161.8
-3.7083e-05,2161.8
-0.005771,2161.8
-0.0070758,2161.8
-0.01239,2161.8
-0.0029498,2161.8
-0.005892,2161.8
-0.009744,2161.8
-0.0047135,2161.8
-0.0015687,2161.8
-0.0038236,2161.9
-0.0040154,2161.9
-0.0026705,2161.9
-0.0014368,2161.9
-0.0075656,2161.9
-0.011834,2161.9
-0.010283,2161.9
-0.0082875,2161.9
-0.002599,2161.9
-0.014313,2162
-0.016402,2162
-0.011807,2162
-0.0061268,2162
-0.017449,2162
-0.029938,2162
-0.014261,2162
-0.024541,2162
-0.015013,2162.1
-0.010637,2162.1
-0.018957,2162.1
-0.02331,2162.1
-0.023765,2162.1
-0.0078313,2162.1
-0.0083797,2162.1
-0.010427,2162.1
-0.01389,2162.1
-0.018189,2162.1
-0.010268,2162.2
-0.0055523,2162.2
-0.011172,2162.2
-0.013744,2162.2
-0.014711,2162.2
-0.0089854,2162.2
-0.011711,2162.2
-0.0089395,2162.2
-0.00065436,2162.2
-0.0066341,2162.2
-0.0080783,2162.3
-0.0020408,2162.3
-0.0050961,2162.3
-0.019084,2162.3
-0.013362,2162.3
-0.0040076,2162.3
-0.011708,2162.3
-0.016477,2162.3
-0.012783,2162.3
-0.018964,2162.3
-0.0092879,2162.4
-0.016838,2162.4
-0.0034245,2162.4
-0.019206,2162.4
-0.015285,2162.4
-0.00096077,2162.4
-0.0012371,2162.4
7.5599e-05,2162.4
-0.010708,2162.4
-0.0058776,2162.5
-0.0059448,2162.5
-0.0055666,2162.5
-0.0097736,2162.5
-0.0080213,2162.5
-0.0032973,2162.5
-0.0043913,2162.5
-0.0079854,2162.5
-0.0075102,2162.6
-0.010356,2162.6
-0.0087844,2162.6
-0.006551,2162.6
-0.0020728,2162.6
-0.0068727,2162.6
-0.0028395,2162.6
-0.0024641,2162.6
-0.0059726,2162.6
-0.0023631,2162.6
0.002146,2162.7
0.00024147,2162.7
-0.008405,2162.7
-0.00064583,2162.7
-0.0019605,2162.7
-0.0022494,2162.7
0.0003521,2162.7
-0.0073768,2162.7
-0.0049539,2162.7
-0.0032808,2162.7
-0.0052425,2162.8
-0.0058959,2162.8
-0.004097,2162.8
0.0001829,2162.8
-0.0016848,2162.8
0.002437,2162.8
-0.0012051,2162.8
-0.0041798,2162.8
0.00080628,2162.9
0.0054037,2162.9
-0.0073426,2162.9
-0.0091544,2162.9
0.014384,2162.9
0.008026,2162.9
-0.00026128,2162.9
-0.0055113,2162.9
-0.0049075,2162.9
0.002535,2162.9
-0.008674,2163
-0.0011269,2163
-0.011855,2163
-0.0065687,2163
-0.0027386,2163
-0.002898,2163
-0.0021634,2163
